episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
330,-41.0733971443,17.1701393127,0.1400000000,88,88,114,0.6887539000,1.865366
331,-42.5983105852,16.9331111908,0.1400000000,70,70,86,0.6879025000,1.754085
332,-82.9487325810,16.2807579041,0.1400000000,83,83,107,0.6868432000,1.603006
333,-16.4369505254,16.6927566528,0.1400000000,92,92,119,0.6856651000,1.799694
334,-46.2939965475,16.8085670471,0.1400000000,86,86,99,0.6846850000,1.799144
335,-201.8512206787,16.8751296997,0.1400000000,93,93,124,0.6834574000,1.972734
336,-22.4635523158,15.8044891357,0.1400000000,64,64,76,0.6827050000,1.535983
337,-110.9932545035,16.6566104889,0.1400000000,59,59,76,0.6819526000,1.759243
338,-61.3965110208,15.8854999542,0.1400000000,60,60,71,0.6812497000,1.931025
339,-122.3084520214,16.3357849121,0.1400000000,99,99,124,0.6800221000,1.741466
340,-98.4710557270,15.8350639343,0.1400000000,68,68,87,0.6791608000,1.690666
341,-62.0150957817,16.1454582214,0.1400000000,101,101,118,0.6779926000,1.672343
342,-97.7027005442,16.0813560486,0.1400000000,92,92,110,0.6769036000,1.869687
343,-25.2680375246,15.6085929871,0.1500000000,50,50,67,0.6762403000,1.834508
344,-98.1669616513,15.5794582367,0.1500000000,90,90,108,0.6751711000,1.687799
345,-83.7999547864,16.1183166504,0.1400000000,86,86,98,0.6742009000,2.044104
346,-106.6577891623,15.2530765533,0.1400000000,99,99,121,0.6730030000,1.888783
347,-73.3900218339,15.8238964081,0.1400000000,68,68,84,0.6721714000,1.757684
348,-9.8665057558,15.2244453430,0.1400000000,59,59,74,0.6714388000,1.783733
349,-54.7436994917,14.9651031494,0.1400000000,69,69,85,0.6705973000,1.955536
350,-47.4586279753,14.8680629730,0.1300000000,94,94,121,0.6693994000,1.989640
351,-86.4597063963,15.1605958939,0.1300000000,72,72,85,0.6685579000,1.896518
352,-43.4510685721,15.1433410645,0.1300000000,103,103,126,0.6673105000,1.891866
353,-62.3094729342,15.1412773132,0.1400000000,72,72,90,0.6664195000,1.926734
354,-41.4128899631,14.9446754456,0.1400000000,75,75,92,0.6655087000,1.972740
355,-56.1934280083,14.6464118958,0.1400000000,69,69,86,0.6646573000,1.859285
356,-29.5753785657,14.5953254700,0.1300000000,61,61,69,0.6639742000,1.935376
357,-86.6871290503,14.4195985794,0.1300000000,83,83,100,0.6629842000,1.754790
358,16.6393975368,14.1561603546,0.1400000000,81,81,102,0.6619744000,1.905739
359,-72.6400834881,14.4740962982,0.1400000000,71,71,82,0.6611626000,1.889100
360,-47.7203130065,14.9979553223,0.1400000000,76,76,95,0.6602221000,1.564476
361,-30.6657018883,14.6730041504,0.1400000000,75,75,90,0.6593311000,1.759931
362,-32.8476389157,15.3313026428,0.1500000000,95,95,116,0.6581827000,1.738984
363,-109.0382686657,14.5398120880,0.1500000000,78,78,101,0.6571828000,1.747104
364,-60.9641058027,14.6726646423,0.1500000000,61,61,73,0.6564601000,1.769159
365,-36.6007043457,14.9071407318,0.1500000000,114,114,133,0.6551434000,1.621841
366,-50.9102439926,14.9993228912,0.1500000000,119,119,144,0.6537178000,1.537255
367,-98.7330311982,14.6001319885,0.1500000000,66,66,84,0.6528862000,1.754956
368,-174.2554365439,15.0666437149,0.1400000000,123,123,143,0.6514705000,1.600036
369,-125.6880439718,14.2009239197,0.1400000000,52,52,61,0.6508666000,1.744739
370,-58.3773048999,14.0419578552,0.1400000000,69,69,88,0.6499954000,1.956068
371,-89.2382074501,14.3956480026,0.1300000000,83,83,104,0.6489658000,1.681788
372,-9.6914404492,14.5843610764,0.1200000000,111,111,129,0.6476887000,1.884943
373,-51.2683953902,14.1005086899,0.1200000000,61,61,75,0.6469462000,1.660531
374,-39.5047216921,14.3675165176,0.1300000000,91,91,111,0.6458473000,1.971175
375,-38.5761677223,14.4098587036,0.1300000000,125,125,148,0.6443821000,1.926273
376,-63.7550852775,13.4034500122,0.1300000000,85,85,103,0.6433624000,1.853180
377,-52.7647553715,13.4343090057,0.1200000000,67,67,83,0.6425407000,1.974796
378,-66.5265900088,12.2304630280,0.1200000000,74,74,86,0.6416893000,1.657912
379,-112.8665132176,13.4656524658,0.1200000000,98,98,126,0.6404419000,1.860765
380,-66.6006809467,13.3776807785,0.1200000000,68,68,87,0.6395806000,1.601088
381,-62.8768753214,13.4564561844,0.1200000000,82,82,104,0.6385510000,1.715886
382,-43.0515758938,13.4893608093,0.1200000000,59,59,77,0.6377887000,2.087928
383,-58.2383538345,13.7586936951,0.1200000000,106,106,125,0.6365512000,1.657168
384,-110.1553476460,13.4129428864,0.1200000000,102,102,123,0.6353335000,1.602685
385,-48.2219030060,13.5712623596,0.1200000000,65,65,82,0.6345217000,1.992476
386,-86.6721622277,13.5246143341,0.1200000000,82,82,107,0.6334624000,1.923120
387,-70.1951876523,12.6046543121,0.1200000000,86,86,110,0.6323734000,1.752192
388,-84.1791939176,13.4156551361,0.1200000000,68,68,86,0.6315220000,1.909667
389,-61.0371107551,13.7656192780,0.1200000000,114,114,137,0.6301657000,1.505875
390,-63.2325477858,13.2038440704,0.1200000000,88,88,107,0.6291064000,1.565003
391,-78.0428629144,12.7240009308,0.1100000000,94,94,108,0.6280372000,1.953839
392,-13.3663846904,12.7981090546,0.1100000000,78,78,93,0.6271165000,1.757620
393,-54.9101470521,12.4370946884,0.1100000000,107,107,129,0.6258394000,2.053123
394,-47.0164480873,13.1530437469,0.1100000000,89,89,108,0.6247702000,1.960711
395,-77.9432196939,13.2009592056,0.1100000000,73,73,91,0.6238693000,1.822483
396,11.3811941511,12.5191116333,0.1200000000,73,73,90,0.6229783000,2.152686
397,-204.7335101526,12.5352067947,0.1200000000,99,99,123,0.6217606000,1.961305
398,-43.9360936649,12.4305667877,0.1200000000,59,59,70,0.6210676000,1.716983
399,-75.5593107685,11.8641490936,0.1200000000,60,60,76,0.6203152000,1.984464
400,-73.8725779343,12.5721025467,0.1100000000,80,80,100,0.6193252000,1.786896
401,-53.7298096296,11.3329496384,0.1100000000,52,52,62,0.6187114000,1.920979
402,-89.3696087129,11.8865489960,0.1100000000,71,71,99,0.6177313000,1.943319
403,-55.7618642113,12.5112686157,0.1000000000,58,58,67,0.6170680000,1.704164
404,-28.9949964390,11.6495056152,0.1100000000,52,52,67,0.6164047000,1.675194
405,-17.3890246255,12.2687854767,0.1200000000,82,82,97,0.6154444000,1.991226
406,-46.8085227028,11.9769926071,0.1200000000,60,60,77,0.6146821000,1.472614
407,8.5258170202,12.3587093353,0.1300000000,97,97,116,0.6135337000,1.723015
408,-167.1490362900,12.7497634888,0.1300000000,108,108,140,0.6121477000,2.057488
409,-135.3191266097,12.0269231796,0.1200000000,116,116,140,0.6107617000,1.896270
410,-42.9152934613,12.4943857193,0.1200000000,85,85,115,0.6096232000,1.895292
411,-14.3311260180,11.2131252289,0.1300000000,108,108,126,0.6083758000,1.891892
412,-21.9851874407,11.4958400726,0.1300000000,102,102,120,0.6071878000,1.749937
413,-24.6592894139,12.1046428680,0.1400000000,105,105,121,0.6059899000,1.985496
414,-50.4423859256,11.7141456604,0.1400000000,91,91,108,0.6049207000,2.170080
415,-22.5429316674,11.8181467056,0.1400000000,85,85,106,0.6038713000,1.908250
416,-20.5630491643,11.5795421600,0.1400000000,75,75,90,0.6029803000,1.747738
417,-13.5742819551,11.7677764893,0.1400000000,78,78,93,0.6020596000,2.044258
418,-62.4958259864,12.4163875580,0.1300000000,60,60,71,0.6013567000,1.760826
419,-40.1097948687,12.0567426682,0.1300000000,87,87,105,0.6003172000,1.740884
420,-52.6119191008,11.3643274307,0.1200000000,94,94,133,0.5990005000,2.121130
421,-60.5460305021,11.1775703430,0.1200000000,95,95,119,0.5978224000,1.796276
422,-24.9342322327,11.3168153763,0.1200000000,63,63,79,0.5970403000,1.776442
423,-51.1517629435,11.3173837662,0.1200000000,66,66,74,0.5963077000,1.855590
424,-49.6541177956,11.2056770325,0.1200000000,62,62,70,0.5956147000,1.642970
425,-33.8946122175,10.9053010941,0.1200000000,124,124,138,0.5942485000,1.988169
426,-74.0250394203,11.4314994812,0.1200000000,87,87,97,0.5932882000,1.879806
427,-40.8327462525,11.7024879456,0.1100000000,102,102,120,0.5921002000,1.832551
428,3.2238674421,12.5312490463,0.1100000000,109,109,131,0.5908033000,1.968376
429,-7.4488262241,12.0490427017,0.1100000000,106,106,128,0.5895361000,1.903419
430,-41.2220122678,12.2301311493,0.1200000000,71,71,88,0.5886649000,1.692673
431,-27.1344338671,12.3402519226,0.1200000000,72,72,89,0.5877838000,2.015875
432,-33.2200413665,11.5879354477,0.1200000000,85,85,112,0.5866750000,1.738739
433,-1.3160571726,12.2446584702,0.1300000000,67,67,82,0.5858632000,1.749491
434,-63.0774831313,11.7345457077,0.1300000000,94,94,119,0.5846851000,1.767782
435,-28.3452115522,12.4662380219,0.1300000000,95,95,127,0.5834278000,1.717847
436,-37.1239022838,12.8807048798,0.1300000000,106,106,121,0.5822299000,1.806583
437,-5.4034797501,12.3009424210,0.1400000000,100,100,128,0.5809627000,1.738230
438,-23.5734310083,12.7405023575,0.1500000000,69,69,83,0.5801410000,2.036648
439,-67.8783269076,12.9660329819,0.1500000000,86,86,99,0.5791609000,1.909593
440,-82.7873699746,13.0036354065,0.1500000000,71,71,87,0.5782996000,1.883315
441,-58.9615323582,12.6532402039,0.1500000000,126,126,148,0.5768344000,2.060362
442,-96.9052171800,12.0919399261,0.1500000000,82,82,96,0.5758840000,1.958850
443,-33.4583382955,12.3067712784,0.1400000000,78,78,100,0.5748940000,1.747816
444,-27.7899414089,14.5964145660,0.1400000000,94,94,114,0.5737654000,1.743751
445,-56.4690084750,13.9560031891,0.1400000000,76,76,92,0.5728546000,1.867676
446,-21.5129934464,14.3201370239,0.1400000000,108,108,132,0.5715478000,1.577361
447,-50.3401136034,13.1209993362,0.1400000000,69,69,82,0.5707360000,1.837183
448,-95.6381871474,13.3678874969,0.1400000000,97,97,112,0.5696272000,1.896712
449,15.5795198556,13.8954086304,0.1400000000,84,84,93,0.5687065000,1.688727
450,-59.7364589936,14.6835393906,0.1400000000,93,93,115,0.5675680000,1.852338
451,-16.1999068609,14.6081619263,0.1400000000,75,75,86,0.5667166000,1.832542
452,-24.6551248434,13.9177179337,0.1400000000,60,60,82,0.5659048000,1.458904
453,-53.7230021827,14.2975158691,0.1300000000,60,60,69,0.5652217000,1.911603
454,-40.4791909529,14.1836633682,0.1300000000,686,686,820,0.5571037000,1.765085
455,-11.4553952061,14.3519144058,0.1300000000,94,94,104,0.5560741000,1.925525
456,-30.6584402689,14.4718475342,0.1300000000,103,103,132,0.5547673000,1.682301
457,-46.2563661204,14.5198211670,0.1300000000,105,105,128,0.5535001000,1.651991
458,-29.4241165434,14.9087610245,0.1200000000,107,107,128,0.5522329000,2.076428
459,-4.9572734910,15.3655605316,0.1200000000,97,97,112,0.5511241000,1.889755
460,-40.2319044317,14.9131307602,0.1200000000,82,82,91,0.5502232000,1.543212
461,-43.0965501306,15.7404432297,0.1200000000,105,105,131,0.5489263000,1.822628
462,-0.7219300244,15.7693624496,0.1200000000,78,78,93,0.5480056000,1.697952
463,-45.5513358103,14.7171173096,0.1200000000,95,95,117,0.5468473000,1.966412
464,-3.5882257706,15.6999788284,0.1200000000,116,116,131,0.5455504000,1.839905
465,-53.2008099026,15.6534175873,0.1200000000,73,73,81,0.5447485000,1.730525
466,-18.9379082629,16.1825828552,0.1200000000,73,73,84,0.5439169000,1.848235
467,-27.3045829271,16.3243103027,0.1200000000,130,130,155,0.5423824000,2.062738
468,-42.7800909464,15.6797485352,0.1200000000,77,77,86,0.5415310000,1.766384
469,-16.0996034973,16.0866699219,0.1200000000,71,71,89,0.5406499000,2.058623
470,-4.1578422288,16.7075080872,0.1200000000,85,85,95,0.5397094000,1.724385
471,-73.9960466347,15.9518661499,0.1200000000,73,73,84,0.5388778000,1.812072
472,-19.4478423184,15.1957931519,0.1200000000,91,91,107,0.5378185000,1.964569
473,-2.1691431084,16.2548713684,0.1200000000,153,153,174,0.5360959000,1.687279
474,-24.4322526203,15.9050769806,0.1100000000,111,111,139,0.5347198000,1.689843
475,-46.9289416374,15.5050525665,0.1100000000,102,102,122,0.5335120000,1.960945
476,-21.8395465012,16.2329254150,0.1100000000,61,61,65,0.5328685000,1.738283
477,-39.7433051436,16.2667560577,0.1100000000,63,63,71,0.5321656000,2.141520
478,-43.6340678361,16.4723968506,0.1100000000,89,89,108,0.5310964000,1.820170
479,-11.3366149064,16.3405227661,0.1100000000,139,139,156,0.5295520000,1.700067
480,27.1207654447,16.3011131287,0.1100000000,113,113,132,0.5282452000,1.595318
481,-87.0704423106,17.4047088623,0.1100000000,171,171,195,0.5263147000,2.034232
482,11.7762808914,17.0617332458,0.1200000000,141,141,168,0.5246515000,1.964190
483,-30.2076225523,16.5452003479,0.1200000000,75,75,85,0.5238100000,1.859590
484,-57.2422369914,16.9437446594,0.1200000000,85,85,103,0.5227903000,1.948736
485,-97.8690957165,16.9368133545,0.1200000000,84,84,98,0.5218201000,2.120703
486,-70.7935384889,17.2042255402,0.1200000000,117,117,136,0.5204737000,1.666331
487,-12.5765010446,17.3845634460,0.1200000000,77,77,97,0.5195134000,2.035150
488,-14.4159828468,18.5303115845,0.1200000000,108,108,119,0.5183353000,2.015028
489,-127.1945587317,18.1343460083,0.1200000000,97,97,115,0.5171968000,1.751508
490,-198.6360560532,18.2021999359,0.1200000000,110,110,125,0.5159593000,1.770783
491,-80.3012669608,18.2942409515,0.1200000000,857,857,1000,0.5060593000,1.934576
492,0.0707028053,18.9107093811,0.1200000000,117,117,144,0.5046337000,1.899997
493,-43.8197851213,19.7446365356,0.1200000000,92,92,101,0.5036338000,1.577335
494,-30.9791661032,19.6440315247,0.1200000000,89,89,102,0.5026240000,1.756455
495,-23.3423809335,18.9087944031,0.1200000000,113,113,133,0.5013073000,1.620740
496,-31.4242831441,19.1300849915,0.1100000000,428,428,497,0.4963870000,1.843104
497,4.2494525406,19.6364974976,0.1200000000,92,92,116,0.4952386000,2.150203
498,6.9104999005,19.1866931915,0.1200000000,125,125,136,0.4938922000,1.850569
499,-43.0085132672,19.4283275604,0.1200000000,125,125,158,0.4923280000,1.662099
500,-35.8683738916,19.2838287354,0.1200000000,116,116,136,0.4909816000,1.829379
501,-17.8632543592,20.0574378967,0.1200000000,78,78,85,0.4901401000,1.945464
502,-47.8551366159,20.4304084778,0.1200000000,99,99,119,0.4889620000,1.726128
503,-5.1870294829,19.1903858185,0.1200000000,107,107,120,0.4877740000,1.985880
504,-25.1499627950,19.4050521851,0.1100000000,122,122,156,0.4862296000,1.911523
505,-30.2688470925,19.6726837158,0.1000000000,91,91,110,0.4851406000,1.929749
506,-27.7933915135,19.5761737823,0.1000000000,85,85,96,0.4841902000,1.851226
507,19.6170401562,19.9901618958,0.0900000000,96,96,116,0.4830418000,1.657479
508,-36.4116691670,19.9754600525,0.0900000000,83,83,92,0.4821310000,1.733831
509,-49.3725011317,19.8902816772,0.0900000000,101,101,130,0.4808440000,1.879646
510,18.5682533310,19.8912734985,0.0900000000,139,139,154,0.4793194000,1.791346
511,-3.7428634288,19.9236736298,0.0800000000,81,81,88,0.4784482000,1.842928
512,-70.4732654731,20.0978488922,0.0800000000,101,101,122,0.4772404000,1.852956
513,-45.2170513085,19.3558444977,0.0700000000,78,78,89,0.4763593000,1.731670
514,40.4176854285,20.4201202393,0.0700000000,159,159,183,0.4745476000,1.864583
515,-43.1536130463,19.8947067261,0.0700000000,129,129,147,0.4730923000,1.535419
516,-26.4510805857,19.7549152374,0.0700000000,115,115,132,0.4717855000,1.845210
517,36.1682268867,20.5178699493,0.0800000000,95,95,109,0.4707064000,1.850332
518,-112.1721975653,19.8799972534,0.0800000000,320,320,369,0.4670533000,1.748151
519,-3.0148555025,19.9183158875,0.0800000000,241,241,279,0.4642912000,1.696921
520,1.1239157947,20.9117355347,0.0800000000,90,90,107,0.4632319000,1.793097
521,-60.0396472834,19.9408340454,0.0800000000,79,79,89,0.4623508000,1.630981
522,-27.5148633586,19.3263053894,0.0800000000,112,112,123,0.4611331000,1.755271
523,-40.9804101460,20.9958190918,0.0800000000,77,77,88,0.4602619000,1.493924
524,-192.0816479164,20.1082687378,0.0800000000,874,874,1000,0.4503619000,1.738391
525,-9.4948437817,19.7382125854,0.0800000000,294,294,339,0.4470058000,1.818639
526,-68.0233150665,19.0105991364,0.0800000000,879,879,1000,0.4371058000,1.851008
527,17.1905745439,18.8034286499,0.0800000000,146,146,171,0.4354129000,1.723157
528,-29.2832256797,20.0097465515,0.0800000000,100,100,114,0.4342843000,2.212268
529,-26.6423645320,19.7981472015,0.0800000000,115,115,133,0.4329676000,1.684892
530,-43.3581516884,20.3346462250,0.0700000000,665,665,742,0.4256218000,1.807052
531,-241.1837950419,20.4551620483,0.0700000000,439,439,506,0.4206124000,1.838210
532,-44.2582310676,20.1952781677,0.0700000000,858,858,1000,0.4107124000,1.873838
533,30.6025649908,20.3330764771,0.0600000000,135,135,156,0.4091680000,1.795188
534,31.0024254686,20.6212463379,0.0700000000,135,135,163,0.4075543000,1.873580
535,37.6117372215,20.6344795227,0.0700000000,109,109,132,0.4062475000,1.756573
536,23.9408013003,21.6479911804,0.0700000000,111,111,122,0.4050397000,2.112042
537,-4.1805876521,20.6548404694,0.0600000000,96,96,109,0.4039606000,1.791404
538,-41.7947485729,20.5954093933,0.0500000000,850,850,1000,0.3940606000,1.913913
539,-63.5715602259,20.2613258362,0.0500000000,76,76,86,0.3932092000,2.050056
540,-68.3830921617,21.4038810730,0.0500000000,881,881,1000,0.3833092000,2.006860
541,27.3381912182,20.8708305359,0.0500000000,119,119,135,0.3819727000,1.857266
542,-25.9464911763,21.9977645874,0.0500000000,892,892,1000,0.3720727000,2.006811
543,4.5802685199,22.2793750763,0.0500000000,128,128,139,0.3706966000,1.980499
544,-79.6871007483,24.7945823669,0.0500000000,889,889,1000,0.3607966000,2.092618
545,-15.1384833662,24.8653717041,0.0500000000,835,835,1000,0.3508966000,2.070472
546,-39.1761305007,26.7609577179,0.0500000000,850,850,1000,0.3409966000,2.094484
547,-43.1432475611,27.6046199799,0.0500000000,874,874,1000,0.3310966000,2.088716
548,-21.6428158045,27.9125957489,0.0500000000,842,842,1000,0.3211966000,2.098296
549,34.3254353888,28.5978736877,0.0500000000,117,117,130,0.3199096000,1.890805
550,31.4599935396,28.2314987183,0.0500000000,101,101,110,0.3188206000,2.015213
551,-74.3129475394,28.8223438263,0.0500000000,893,893,1000,0.3089206000,2.200392
552,-64.2976231524,30.8499469757,0.0500000000,846,846,1000,0.2990206000,2.069074
553,-39.0948824961,32.3363800049,0.0500000000,850,850,1000,0.2891206000,2.074233
554,-37.8367011621,33.7704849243,0.0500000000,808,808,1000,0.2792206000,2.089280
555,-29.0582565182,35.8656692505,0.0500000000,852,852,1000,0.2693206000,2.015395
556,-4.0685443605,37.5464668274,0.0500000000,799,799,1000,0.2594206000,2.140471
557,-41.6781176496,37.8728179932,0.0500000000,809,809,1000,0.2495206000,2.031187
558,-9.0897066597,38.2516784668,0.0500000000,844,844,1000,0.2396206000,2.135389
559,17.4871409125,38.5803184509,0.0500000000,779,779,1000,0.2297206000,2.083182
560,-3.9523889467,39.9250144958,0.0500000000,793,793,1000,0.2198206000,2.003288
561,-158.2335047671,39.8694686890,0.0500000000,448,448,598,0.2139004000,1.971108
562,-193.7042164496,40.2103919983,0.0400000000,409,409,501,0.2089405000,1.998481
563,-43.8861734216,41.6348648071,0.0400000000,839,839,1000,0.1990405000,2.099272
564,-53.0113555857,40.7123413086,0.0400000000,846,846,1000,0.1891405000,2.101420
565,-57.7924621987,40.8362274170,0.0400000000,812,812,1000,0.1792405000,2.116747
566,-105.3422040127,42.8805618286,0.0400000000,855,855,1000,0.1693405000,2.149631
567,-39.2218966909,42.7289848328,0.0400000000,920,920,1000,0.1594405000,2.091721
568,-32.4677635896,44.2074050903,0.0400000000,867,867,1000,0.1495405000,2.102244
569,-49.9801975784,42.5533752441,0.0400000000,886,886,1000,0.1396405000,2.109497
570,-85.0622119277,43.2898788452,0.0400000000,869,869,1000,0.1297405000,1.811279
571,-59.2155785592,43.3559188843,0.0400000000,946,946,1000,0.1198405000,2.021152
572,-75.2786445789,42.5478973389,0.0400000000,902,902,1000,0.1099405000,1.953389
573,-106.9117386228,44.3377914429,0.0400000000,847,847,1000,0.1000405000,1.845580
574,-60.3590913784,44.6846618652,0.0400000000,849,849,1000,0.0901405000,1.843238
575,-27.2282435319,46.7816658020,0.0400000000,861,861,1000,0.0802405000,1.899847
576,-52.5192635246,44.9783401489,0.0400000000,815,815,1000,0.0703405000,1.925485
577,-30.5414166907,44.8528556824,0.0400000000,813,813,1000,0.0604405000,1.803491
578,-40.2273390026,45.8609619141,0.0400000000,873,873,1000,0.0505405000,1.900650
579,-98.4009007254,44.5884323120,0.0400000000,762,762,1000,0.0406405000,1.870649
580,-43.0801867230,45.9582519531,0.0400000000,722,722,1000,0.0307405000,1.837314
581,-41.4813079681,47.2135696411,0.0400000000,711,711,1000,0.0208405000,1.848014
582,-59.8232031093,48.2021484375,0.0300000000,737,737,1000,0.0109405000,1.831935
583,-42.9281478731,47.2235565186,0.0300000000,714,714,1000,0.0100000000,1.873329
584,-53.0553219866,48.1477737427,0.0300000000,758,758,1000,0.0100000000,1.687419
585,-17.2552555192,48.1997222900,0.0300000000,718,718,1000,0.0100000000,1.741891
586,-65.6415389273,46.4863891602,0.0300000000,756,756,1000,0.0100000000,1.650325
587,-67.9837074393,48.2464981079,0.0300000000,705,705,1000,0.0100000000,1.570983
588,-5.2480792835,48.9225502014,0.0300000000,745,745,1000,0.0100000000,1.669104
589,23.7469691922,48.3794593811,0.0300000000,719,719,1000,0.0100000000,1.496219
590,-48.7617604061,47.8352203369,0.0300000000,716,716,1000,0.0100000000,1.515890
591,-6.3381086565,46.4433898926,0.0300000000,731,731,1000,0.0100000000,1.468482
592,-12.9285142952,47.2147712708,0.0300000000,741,741,1000,0.0100000000,1.509099
593,25.7012931454,48.3564300537,0.0300000000,753,753,1000,0.0100000000,1.448036
594,-18.6133388701,48.1403198242,0.0300000000,764,764,1000,0.0100000000,1.343785
595,45.6147268172,46.7245140076,0.0300000000,807,807,1000,0.0100000000,1.353234
596,-23.8275393908,47.0222549438,0.0300000000,791,791,1000,0.0100000000,1.348726
597,9.3099184587,46.1719665527,0.0200000000,796,796,1000,0.0100000000,1.322595
598,230.3662639670,45.7827072144,0.0300000000,231,231,321,0.0100000000,1.320313
599,-1.3627590919,45.1492156982,0.0300000000,879,879,1000,0.0100000000,1.226314
600,-1.9698974355,45.3653411865,0.0300000000,889,889,1000,0.0100000000,1.277864
601,2.6164295862,44.7175025940,0.0300000000,787,787,1000,0.0100000000,1.296708
602,11.5394686933,45.1706428528,0.0300000000,818,818,1000,0.0100000000,1.181735
603,15.4434456566,46.0282402039,0.0300000000,822,822,1000,0.0100000000,1.121776
604,-12.9297702641,44.2083053589,0.0300000000,857,857,1000,0.0100000000,1.202125
605,-8.0245227332,43.6413459778,0.0300000000,885,885,1000,0.0100000000,1.187926
606,-2.6657048558,43.4913787842,0.0300000000,841,841,1000,0.0100000000,1.199419
607,-14.0366238953,42.2513275146,0.0300000000,776,776,1000,0.0100000000,1.223444
608,7.2977691184,41.9429130554,0.0300000000,764,764,1000,0.0100000000,1.203857
609,-29.5049174226,39.7686996460,0.0300000000,751,751,1000,0.0100000000,1.145234
610,-49.9746192679,40.2299118042,0.0300000000,775,775,1000,0.0100000000,1.076230
611,24.4202576596,39.7137069702,0.0300000000,782,782,1000,0.0100000000,1.049706
612,-33.0389069671,40.0555801392,0.0300000000,734,734,1000,0.0100000000,1.121843
613,-6.9612385284,41.2931518555,0.0300000000,752,752,1000,0.0100000000,1.090572
614,-38.4564947190,43.0273818970,0.0300000000,757,757,1000,0.0100000000,1.053851
615,-11.8110916201,43.7243728638,0.0300000000,746,746,1000,0.0100000000,1.011194
616,-28.9806651419,43.2626152039,0.0300000000,816,816,1000,0.0100000000,0.975086
617,56.2153427354,43.6649665833,0.0200000000,786,786,1000,0.0100000000,1.029162
618,-22.7497267345,44.7769927979,0.0200000000,837,837,1000,0.0100000000,1.002989
619,-29.0884589353,46.6852340698,0.0200000000,845,845,1000,0.0100000000,0.914043
620,224.6155424167,47.2751998901,0.0300000000,340,340,456,0.0100000000,0.896180
621,213.5419990771,46.7637481689,0.0400000000,627,627,740,0.0100000000,0.941897
622,-7.0530325122,47.9848594666,0.0400000000,776,776,1000,0.0100000000,0.928557
623,156.8195010609,48.9403038025,0.0500000000,722,722,918,0.0100000000,0.894135
624,54.8217633564,48.7032470703,0.0500000000,190,190,230,0.0100000000,0.852496
625,26.5485684887,48.3471488953,0.0500000000,846,846,1000,0.0100000000,0.906508
626,10.0138731940,49.5972175598,0.0500000000,902,902,1000,0.0100000000,0.850474
627,0.3905986238,49.9731101990,0.0500000000,849,849,1000,0.0100000000,0.820422
628,215.8891366517,51.5610504150,0.0600000000,503,503,632,0.0100000000,0.900650
629,-34.4040227890,51.4879989624,0.0600000000,858,858,1000,0.0100000000,0.794264
630,-13.8054126032,47.8334770203,0.0600000000,827,827,1000,0.0100000000,0.765384
631,-11.6563852415,52.7209320068,0.0600000000,828,828,1000,0.0100000000,0.787692
632,22.6966050926,53.0960998535,0.0600000000,843,843,1000,0.0100000000,0.769071
633,-21.6227022513,52.3611602783,0.0600000000,825,825,1000,0.0100000000,0.768657
634,-26.8834762413,54.7938613892,0.0500000000,834,834,1000,0.0100000000,0.718427
635,-13.6176266560,53.1527023315,0.0500000000,777,777,1000,0.0100000000,0.666539
636,-11.4122461854,53.9464569092,0.0500000000,801,801,1000,0.0100000000,0.640526
637,3.9515325343,52.6571044922,0.0500000000,796,796,1000,0.0100000000,0.622717
638,1.9940327546,53.3767089844,0.0500000000,821,821,1000,0.0100000000,0.590218
639,-53.1837157307,55.3810958862,0.0500000000,779,779,1000,0.0100000000,0.580647
640,-34.8690689493,56.8168220520,0.0500000000,824,824,1000,0.0100000000,0.521042
641,19.4518855889,57.1178245544,0.0500000000,856,856,1000,0.0100000000,0.572175
642,224.3494839587,59.4534606934,0.0600000000,352,352,492,0.0100000000,0.590541
643,277.8586164760,57.2386169434,0.0700000000,267,267,380,0.0100000000,0.525553
644,235.2754537757,58.2998847961,0.0800000000,529,529,718,0.0100000000,0.491790
645,229.4355108850,59.6195411682,0.0900000000,463,463,564,0.0100000000,0.480987
646,232.4993935784,58.5476989746,0.1000000000,496,496,693,0.0100000000,0.477190
647,201.7070751406,59.4606475830,0.1100000000,431,431,560,0.0100000000,0.459067
648,229.5273783760,59.0382995605,0.1200000000,327,327,449,0.0100000000,0.476200
649,231.8395547926,59.2285003662,0.1300000000,230,230,345,0.0100000000,0.448630
650,297.1275601514,60.3253173828,0.1400000000,276,276,365,0.0100000000,0.471710
651,232.3529623312,60.4286346436,0.1500000000,276,276,398,0.0100000000,0.418784
652,239.4841241846,60.4762496948,0.1600000000,304,304,399,0.0100000000,0.440203
653,255.8800661032,60.1618804932,0.1700000000,462,462,605,0.0100000000,0.417100
654,197.4095110946,64.8481445312,0.1800000000,594,594,826,0.0100000000,0.430906
655,257.3549125806,65.1671905518,0.1900000000,419,419,589,0.0100000000,0.432282
656,268.9441483537,64.8255310059,0.2000000000,345,345,461,0.0100000000,0.397127
657,229.1890284148,66.9280853271,0.2100000000,317,317,460,0.0100000000,0.342343
658,197.2618667784,67.2381057739,0.2200000000,668,668,908,0.0100000000,0.381648
659,217.6589972062,67.3489456177,0.2200000000,447,447,521,0.0100000000,0.368301
660,177.3608355216,67.8111114502,0.2300000000,741,741,976,0.0100000000,0.376456
