episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
97,-329.4517779219,5.3821554184,0.0309278351,89,78,102,0.9132463000,1.292990
98,-104.6166716435,5.4461116791,0.0306122449,52,45,68,0.9125731000,1.278991
99,-98.9174183447,5.1268563271,0.0303030303,52,47,67,0.9119098000,1.437163
100,-131.1458456891,5.6083250046,0.0300000000,85,74,115,0.9107713000,1.539776
101,-89.8932353710,6.1138963699,0.0300000000,52,46,65,0.9101278000,1.674902
102,-192.4711769534,6.1451101303,0.0300000000,74,66,92,0.9092170000,1.449114
103,-181.9562459034,6.0296297073,0.0300000000,81,69,101,0.9082171000,1.412471
104,-90.9376972129,5.7550606728,0.0300000000,49,45,63,0.9075934000,1.707469
105,-222.7383365641,6.7844715118,0.0300000000,189,158,247,0.9051481000,1.741155
106,-139.6086620749,7.2102508545,0.0300000000,87,76,110,0.9040591000,1.434954
107,-42.8357506640,6.6593065262,0.0300000000,62,54,77,0.9032968000,1.432893
108,-47.9467950443,6.3578910828,0.0400000000,70,61,85,0.9024553000,1.686290
109,-195.8175931137,6.4520459175,0.0400000000,102,80,131,0.9011584000,1.610831
110,-192.9325378119,7.4265089035,0.0400000000,70,58,85,0.9003169000,1.678899
111,-82.5621033567,7.3905687332,0.0400000000,41,36,60,0.8997229000,1.546077
112,-252.6064227241,7.7254600525,0.0400000000,99,79,117,0.8985646000,1.581710
113,-126.4093277720,7.2509708405,0.0400000000,70,61,82,0.8977528000,1.506131
114,-5.1190916185,6.9778490067,0.0400000000,102,87,118,0.8965846000,1.416142
115,-133.7125616774,8.0083656311,0.0400000000,76,63,99,0.8956045000,1.641036
116,-115.5565325217,8.2295227051,0.0400000000,95,83,121,0.8944066000,1.775353
117,-120.3892252678,7.8692603111,0.0400000000,58,51,81,0.8936047000,1.640497
118,-144.0956765608,7.6190638542,0.0400000000,51,43,63,0.8929810000,1.404265
119,-156.3405413542,8.0131168365,0.0400000000,69,63,87,0.8921197000,1.615148
120,-115.7258864519,8.4421930313,0.0300000000,98,85,116,0.8909713000,1.352230
121,-90.9067422153,8.6544332504,0.0300000000,53,46,63,0.8903476000,1.565654
122,-26.2938003310,8.5441350937,0.0300000000,114,95,146,0.8889022000,1.483326
123,-98.8288591540,8.7480058670,0.0300000000,45,41,64,0.8882686000,1.677827
124,-141.3777697727,8.6149425507,0.0300000000,51,42,65,0.8876251000,1.446950
125,-99.6124517692,8.4358882904,0.0300000000,77,64,98,0.8866549000,1.572127
126,-131.8940026287,9.3798961639,0.0300000000,86,73,115,0.8855164000,1.565691
127,-144.2198668660,9.4621257782,0.0300000000,66,52,89,0.8846353000,1.735563
128,-136.6313729270,9.9348239899,0.0300000000,83,69,93,0.8837146000,1.688920
129,-141.3376365908,9.7990531921,0.0300000000,76,66,102,0.8827048000,1.649844
130,-82.7267189762,9.8939952850,0.0400000000,61,52,86,0.8818534000,1.726284
131,-106.0277538343,10.1663236618,0.0400000000,83,76,101,0.8808535000,1.637935
132,-134.9849515787,9.9320669174,0.0400000000,72,63,93,0.8799328000,1.275780
133,-102.0133929718,10.1380214691,0.0400000000,50,44,65,0.8792893000,1.306813
134,-24.8940716346,9.9171247482,0.0500000000,86,70,103,0.8782696000,1.339044
135,-131.5781298529,10.0657377243,0.0500000000,75,65,94,0.8773390000,1.576257
136,-18.4804314356,10.2939281464,0.0600000000,53,41,70,0.8766460000,1.268129
137,-205.9291859424,10.5178108215,0.0600000000,87,72,112,0.8755372000,1.615869
138,-127.0788592863,10.2631072998,0.0600000000,82,72,102,0.8745274000,1.591118
139,-127.5324165167,10.6971473694,0.0600000000,50,44,62,0.8739136000,1.496724
140,-67.3205380316,10.1433773041,0.0600000000,94,79,115,0.8727751000,1.424735
141,-80.7044936870,10.4547729492,0.0600000000,64,52,88,0.8719039000,1.553341
142,-191.7487334972,10.6641073227,0.0600000000,106,88,133,0.8705872000,1.456855
143,-125.7704925581,10.6986503601,0.0600000000,66,57,88,0.8697160000,1.467778
144,-141.1069754000,10.3120870590,0.0600000000,53,47,69,0.8690329000,1.367368
145,-129.0951160314,10.4281988144,0.0500000000,79,67,105,0.8679934000,1.552796
146,-117.7079168890,10.6908550262,0.0500000000,55,43,76,0.8672410000,1.371270
147,-116.5270802889,10.5026245117,0.0500000000,59,49,76,0.8664886000,1.269878
148,-95.9565380402,10.6973743439,0.0500000000,99,88,129,0.8652115000,1.509813
149,-89.7535320948,11.0531749725,0.0500000000,50,42,63,0.8645878000,1.443166
150,-3.3382174246,10.6302652359,0.0600000000,52,46,70,0.8638948000,1.450981
151,-117.2943488163,11.0060997009,0.0600000000,57,44,79,0.8631127000,1.746479
152,-111.2095277218,10.8594694138,0.0600000000,58,45,80,0.8623207000,1.359541
153,-129.7307186953,11.3628759384,0.0600000000,76,62,100,0.8613307000,1.652116
154,-128.9088652979,11.4177370071,0.0600000000,76,62,96,0.8603803000,1.336846
155,-69.5744694531,10.3264560699,0.0600000000,49,44,65,0.8597368000,1.427486
156,-142.9227411431,10.5527677536,0.0600000000,68,61,99,0.8587567000,1.678102
157,-148.7048726565,11.1261405945,0.0600000000,51,42,58,0.8581825000,1.218731
158,-75.2724263553,11.1101121902,0.0600000000,43,38,63,0.8575588000,1.529061
159,-66.7355219066,11.3552856445,0.0600000000,51,39,65,0.8569153000,1.792679
160,-89.2990300234,10.3708763123,0.0600000000,47,42,67,0.8562520000,1.485745
161,-125.9893946927,10.8892326355,0.0600000000,72,66,85,0.8554105000,1.555554
162,-136.1793313952,10.8596725464,0.0600000000,78,72,100,0.8544205000,1.680652
163,-133.1062610515,10.8056001663,0.0600000000,51,46,74,0.8536879000,1.755086
164,-67.0999986464,10.7607154846,0.0600000000,58,48,71,0.8529850000,1.993776
165,-124.2878837345,10.9657793045,0.0600000000,68,62,87,0.8521237000,1.079844
166,-32.0493303999,10.7457466125,0.0700000000,88,75,118,0.8509555000,1.433543
167,-117.3834429236,10.7894515991,0.0700000000,92,79,107,0.8498962000,1.702143
168,-132.0233912520,11.2640638351,0.0700000000,55,46,71,0.8491933000,1.625924
169,-97.8270434711,11.4694461823,0.0700000000,78,63,102,0.8481835000,1.387736
170,-121.9613815375,10.4059000015,0.0700000000,61,48,78,0.8474113000,1.212189
171,-107.7166325125,10.8001880646,0.0700000000,73,63,102,0.8464015000,1.842333
172,-115.5150671780,11.1654911041,0.0700000000,56,48,71,0.8456986000,1.449686
173,-12.5787601184,10.7595539093,0.0700000000,63,53,80,0.8449066000,1.412804
174,-102.6791803271,10.7686815262,0.0700000000,61,57,76,0.8441542000,1.344860
175,-394.3297629839,11.3664855957,0.0700000000,78,72,105,0.8431147000,1.245979
176,-133.4772524051,11.0997982025,0.0700000000,62,56,86,0.8422633000,1.370241
177,-93.6392832962,11.4929351807,0.0700000000,73,66,92,0.8413525000,1.489331
178,-139.5142185426,11.2233600616,0.0700000000,52,42,66,0.8406991000,1.580868
179,-136.6004590307,11.5541305542,0.0700000000,71,53,97,0.8397388000,1.325594
180,-132.8277664729,11.5029926300,0.0600000000,79,64,99,0.8387587000,1.417850
181,-173.7805149161,11.8547849655,0.0600000000,70,62,90,0.8378677000,1.349030
182,-279.4490585290,11.3244838715,0.0600000000,77,66,100,0.8368777000,1.375255
183,-143.0811618701,11.8591003418,0.0600000000,74,66,93,0.8359570000,1.483475
184,-117.1976217718,11.3803071976,0.0600000000,48,39,70,0.8352640000,1.412628
185,-131.8427847115,10.8228282928,0.0600000000,87,73,106,0.8342146000,1.252107
186,-90.6878622339,10.9949598312,0.0600000000,103,92,127,0.8329573000,1.307405
187,-123.8808457750,10.8402442932,0.0600000000,74,63,101,0.8319574000,1.416536
188,-147.7450068477,10.3550939560,0.0600000000,53,43,78,0.8311852000,1.304858
189,-99.5533656592,10.4156875610,0.0600000000,80,78,102,0.8301754000,1.390492
190,-178.0838779515,10.7197799683,0.0600000000,58,51,68,0.8295022000,1.368212
191,-274.0410040376,10.8091793060,0.0600000000,69,63,88,0.8286310000,1.272274
192,-180.6975505800,10.3292522430,0.0600000000,94,82,115,0.8274925000,1.306594
193,-108.4587791436,10.2784843445,0.0600000000,55,45,79,0.8267104000,1.408997
194,-142.8430375871,10.7727632523,0.0600000000,113,94,142,0.8253046000,1.598896
195,-126.3817423734,10.6050357819,0.0600000000,72,61,91,0.8244037000,1.455205
196,-75.2350095577,10.0848255157,0.0600000000,48,41,65,0.8237602000,1.426783
197,-110.5246473480,9.7867050171,0.0600000000,64,57,87,0.8228989000,1.426670
198,-92.4309787550,10.6847553253,0.0600000000,66,55,81,0.8220970000,1.393502
199,-15.3342480867,9.9225807190,0.0700000000,50,39,69,0.8214139000,1.446979
200,-175.2928678537,10.5043315887,0.0700000000,92,75,106,0.8203645000,1.349295
201,-104.2416805222,10.4266033173,0.0700000000,94,83,115,0.8192260000,1.478711
202,-189.6353998678,10.0066986084,0.0700000000,65,48,86,0.8183746000,1.489841
203,-110.1808023500,10.0082492828,0.0700000000,54,44,67,0.8177113000,1.248763
204,-112.1048914687,10.1925945282,0.0700000000,63,57,78,0.8169391000,1.682364
205,-122.8969564524,9.2819490433,0.0700000000,112,93,135,0.8156026000,1.539801
206,15.8836070663,9.9193668365,0.0700000000,56,47,69,0.8149195000,1.439841
207,-94.7338630312,9.9166450500,0.0700000000,77,67,100,0.8139295000,1.564357
208,-103.7159753679,10.0928220749,0.0600000000,51,42,70,0.8132365000,1.350598
209,-81.8371039569,9.9414577484,0.0600000000,50,40,65,0.8125930000,1.298051
210,-114.2235373076,9.1188812256,0.0600000000,101,87,124,0.8113654000,1.562407
211,-96.7979261408,9.7987079620,0.0600000000,76,66,95,0.8104249000,1.470561
212,-84.0919277954,9.1594400406,0.0600000000,58,51,65,0.8097814000,1.517450
213,-132.9519730418,9.9377450943,0.0600000000,69,61,90,0.8088904000,1.723398
214,-145.1969579507,9.8293552399,0.0600000000,54,46,84,0.8080588000,1.551081
215,-43.2835244971,9.8169202805,0.0600000000,53,46,68,0.8073856000,1.823296
216,-123.4707358784,8.7210083008,0.0600000000,59,50,76,0.8066332000,1.700435
217,-89.4148423076,8.9245729446,0.0600000000,89,75,114,0.8055046000,1.898866
218,-133.9811990000,8.5971469879,0.0600000000,79,70,95,0.8045641000,1.929999
219,-147.7867694633,8.1454010010,0.0600000000,65,56,84,0.8037325000,1.955397
220,-119.6681293006,9.0222501755,0.0600000000,69,53,85,0.8028910000,1.696192
221,-157.4259644668,9.1209125519,0.0600000000,67,53,88,0.8020198000,1.235788
222,-90.3394025591,8.3555698395,0.0600000000,46,38,59,0.8014357000,2.064327
223,-81.4065370240,8.5003700256,0.0600000000,49,42,61,0.8008318000,2.054167
224,-128.2587648880,9.3674678802,0.0600000000,65,52,87,0.7999705000,1.752974
225,-107.0401408394,8.5376281738,0.0600000000,75,68,97,0.7990102000,1.832046
226,-77.5314575701,8.2802257538,0.0600000000,46,38,68,0.7983370000,1.689542
227,-116.3552056730,8.3751983643,0.0600000000,50,41,68,0.7976638000,1.636362
228,-115.1278998469,8.0299835205,0.0600000000,66,57,98,0.7966936000,1.877510
229,-119.8304273331,8.4159765244,0.0600000000,77,67,102,0.7956838000,1.663348
230,-165.2951049376,8.3026018143,0.0500000000,108,91,130,0.7943968000,2.068948
231,38.0039418374,8.2268962860,0.0500000000,48,42,67,0.7937335000,1.663620
232,-91.5908516851,8.5616817474,0.0500000000,63,50,83,0.7929118000,1.896833
233,-119.4402027188,9.1260261536,0.0500000000,64,56,82,0.7921000000,1.783605
234,2.8662172895,8.6169490814,0.0400000000,59,51,81,0.7912981000,1.785562
235,-97.0518026807,8.8253870010,0.0400000000,75,65,99,0.7903180000,1.649347
236,-119.5441463374,9.0919561386,0.0300000000,68,60,81,0.7895161000,1.928924
237,-78.4856649363,8.9778919220,0.0300000000,64,54,80,0.7887241000,1.690285
238,-115.6683966852,8.7333240509,0.0300000000,97,87,118,0.7875559000,1.955161
239,-186.1746556357,7.8621234894,0.0300000000,87,74,120,0.7863679000,1.873306
240,-46.9428422006,8.5814466476,0.0400000000,90,77,112,0.7852591000,1.664483
241,-99.2098937236,8.2842578888,0.0400000000,56,48,69,0.7845760000,1.571158
242,-134.3685882600,8.5648908615,0.0400000000,59,52,84,0.7837444000,2.034220
243,-144.9734192922,8.6668519974,0.0400000000,66,56,90,0.7828534000,1.748567
244,-134.9308544122,8.7361888885,0.0400000000,81,67,110,0.7817644000,1.617245
245,-2.3986062648,8.4511308670,0.0500000000,64,57,76,0.7810120000,1.964311
246,-102.6673420394,8.6997585297,0.0500000000,61,47,79,0.7802299000,1.924018
247,-75.1447655141,8.4933156967,0.0500000000,52,44,65,0.7795864000,2.225628
248,-110.4068321966,8.5367040634,0.0500000000,65,57,88,0.7787152000,1.805343
249,-139.3888892888,8.7765874863,0.0500000000,70,57,85,0.7778737000,1.739708
250,-101.7386943378,7.1922693253,0.0400000000,69,59,99,0.7768936000,1.706151
251,-102.3433126965,7.6650371552,0.0400000000,60,48,76,0.7761412000,1.725585
252,-125.2491704759,8.3917217255,0.0400000000,60,51,78,0.7753690000,2.201456
253,-69.3692858018,7.7222018242,0.0400000000,48,43,56,0.7748146000,1.786990
254,-138.2035933594,7.9418253899,0.0400000000,88,73,113,0.7736959000,1.781611
255,-126.9529353867,8.3845701218,0.0400000000,86,75,107,0.7726366000,1.643079
256,-115.8055559815,7.2635049820,0.0400000000,82,76,108,0.7715674000,1.853297
257,-167.9162049159,7.3581743240,0.0400000000,84,70,110,0.7704784000,1.988082
258,-147.9411900301,7.3344707489,0.0400000000,73,68,95,0.7695379000,1.960925
259,-107.4300160329,7.3725223541,0.0400000000,67,62,84,0.7687063000,1.752842
260,-179.1966772460,6.8035631180,0.0400000000,72,54,89,0.7678252000,1.822595
261,-22.8887951307,6.2715520859,0.0500000000,46,40,65,0.7671817000,1.966515
262,-138.0617530889,6.2768321037,0.0500000000,57,48,81,0.7663798000,1.864911
263,-2.0030106319,6.0762696266,0.0500000000,59,50,75,0.7656373000,2.004632
264,-137.7171361852,6.3682212830,0.0500000000,74,63,95,0.7646968000,1.756917
265,-118.1661490418,6.2084951401,0.0500000000,82,66,103,0.7636771000,1.849854
266,-86.3513799873,6.7735238075,0.0400000000,88,72,112,0.7625683000,1.797844
267,-125.6548153645,5.4221086502,0.0400000000,81,69,104,0.7615387000,1.934352
268,-72.9508159849,5.4360332489,0.0400000000,56,49,70,0.7608457000,1.936458
269,-116.5444673099,5.3906488419,0.0400000000,90,78,112,0.7597369000,1.737569
270,-189.1415303650,6.0381364822,0.0400000000,85,72,119,0.7585588000,1.785241
271,-138.9475856384,5.3424720764,0.0400000000,74,60,101,0.7575589000,1.715611
272,-94.4860889361,4.8875036240,0.0400000000,60,54,79,0.7567768000,1.803476
273,-137.2334453717,4.8231849670,0.0400000000,79,73,99,0.7557967000,1.852944
274,-127.2846929903,5.1181907654,0.0400000000,88,81,114,0.7546681000,1.783857
275,-103.6412079092,4.7698040009,0.0400000000,68,61,86,0.7538167000,1.869400
276,-84.1854412101,5.3737201691,0.0400000000,54,45,70,0.7531237000,1.662562
277,-114.7170907686,4.2748041153,0.0400000000,93,76,109,0.7520446000,2.080872
278,-188.0893266970,4.1582508087,0.0400000000,62,52,78,0.7512724000,2.022087
279,-216.2348699256,4.3867764473,0.0400000000,93,78,111,0.7501735000,1.984946
280,-72.0455984927,4.2832155228,0.0400000000,57,51,66,0.7495201000,2.276519
281,-99.3650381452,4.0288891792,0.0400000000,63,58,85,0.7486786000,1.980543
282,-92.6057137972,3.8780436516,0.0400000000,60,48,78,0.7479064000,2.019114
283,-136.1730630495,4.0383672714,0.0400000000,55,46,86,0.7470550000,1.793419
284,-90.9991250257,3.9710621834,0.0400000000,89,76,123,0.7458373000,1.801672
285,-106.8114302910,3.7931590080,0.0400000000,48,40,73,0.7451146000,2.003878
286,-94.0116664606,4.2273330688,0.0400000000,53,51,71,0.7444117000,2.007622
287,-87.4393311368,4.3523287773,0.0400000000,87,74,107,0.7433524000,2.280867
288,-92.2175693120,4.7031989098,0.0400000000,52,40,71,0.7426495000,1.944921
289,-107.0043854607,3.7387557030,0.0400000000,74,58,91,0.7417486000,2.011357
290,-107.4291566088,3.2185046673,0.0400000000,56,50,83,0.7409269000,1.932008
291,-79.3284611955,2.8360815048,0.0400000000,84,70,110,0.7398379000,2.243563
292,-109.7696168936,3.4906485081,0.0400000000,67,57,80,0.7390459000,1.876652
293,-124.6735863075,3.7489809990,0.0400000000,63,58,84,0.7382143000,2.113985
294,-118.3837223879,2.7478983402,0.0400000000,78,66,98,0.7372441000,1.956947
295,-143.7608176813,2.4941403866,0.0400000000,69,58,88,0.7363729000,2.052511
296,-106.2065054939,2.6890268326,0.0400000000,73,63,95,0.7354324000,1.692481
297,-115.7251461689,3.0660548210,0.0400000000,66,55,81,0.7346305000,1.771754
298,-117.3351585798,2.7587881088,0.0400000000,54,37,72,0.7339177000,1.881097
299,-89.5895831362,2.4692509174,0.0300000000,53,42,70,0.7332247000,1.947227
300,-2.1851480479,1.8977706432,0.0400000000,74,63,109,0.7321456000,1.941613
301,-106.1273074066,1.7945954800,0.0400000000,75,70,98,0.7311754000,2.412922
302,-74.4416303985,2.2266588211,0.0400000000,55,48,71,0.7304725000,2.603833
303,-75.1517421828,2.4051606655,0.0400000000,72,59,101,0.7294726000,1.972003
304,-25.7259677526,2.3477530479,0.0400000000,56,47,69,0.7287895000,1.903994
305,-204.8843650846,2.4875636101,0.0400000000,76,67,103,0.7277698000,1.866876
306,-108.6341119747,1.2681077719,0.0400000000,67,55,88,0.7268986000,1.947352
307,-90.6830950452,1.3025515079,0.0400000000,88,77,117,0.7257403000,2.050842
308,-110.8595305206,1.5001423359,0.0400000000,68,55,83,0.7249186000,1.638188
309,-20.3895685541,1.8128060102,0.0500000000,60,55,82,0.7241068000,1.972457
310,-89.0020894633,1.3508110046,0.0500000000,66,55,80,0.7233148000,2.685224
311,-124.4847375763,0.9019218683,0.0500000000,78,68,109,0.7222357000,2.140365
312,-94.6209807136,0.8311226368,0.0500000000,52,42,71,0.7215328000,2.299327
313,-108.6254426361,0.9121800661,0.0500000000,60,53,80,0.7207408000,2.041754
314,-47.1784637273,0.6350018978,0.0600000000,39,32,62,0.7201270000,1.818984
315,-131.9539597809,0.6850341558,0.0600000000,62,51,74,0.7193944000,2.056831
316,-169.5108962962,0.9789705276,0.0600000000,75,66,100,0.7184044000,2.154809
317,-111.0806596747,0.5389829874,0.0600000000,68,56,76,0.7176520000,2.236956
318,-35.4000834489,0.6427518725,0.0700000000,60,50,84,0.7168204000,1.836063
319,-109.9531585287,0.5600935817,0.0700000000,66,57,81,0.7160185000,2.195182
320,-110.0411882256,0.4897859991,0.0700000000,70,61,88,0.7151473000,1.553355
321,-78.2075303904,1.4880733490,0.0700000000,101,87,130,0.7138603000,1.923665
322,-139.7945720196,0.3965697289,0.0700000000,72,65,101,0.7128604000,1.860809
323,-104.2302588153,1.1566909552,0.0700000000,65,56,80,0.7120684000,2.028235
324,-109.9705623508,0.2969539762,0.0700000000,85,74,99,0.7110883000,2.227439
325,-103.8787920748,0.2155591249,0.0700000000,57,53,67,0.7104250000,2.265546
326,-69.6904803738,0.0388614535,0.0700000000,59,53,69,0.7097419000,1.869105
327,-81.1612902865,0.2994282842,0.0700000000,67,52,79,0.7089598000,2.068484
328,-116.5102969074,-0.4681868255,0.0700000000,69,63,91,0.7080589000,1.801446
329,-145.5074168700,-0.2033430934,0.0700000000,63,54,73,0.7073362000,1.993966
330,-75.5956730917,-0.1019890904,0.0700000000,79,70,95,0.7063957000,2.390815
331,-104.4320346783,-0.2024207711,0.0700000000,53,45,72,0.7056829000,2.110758
