episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
329,-76.7146414936,-2.5140402317,0.1000000000,61,52,76,0.7100092000,1.915567
330,-37.9424070120,-2.2535588741,0.1100000000,76,67,99,0.7090291000,2.347589
331,-128.5406253667,-2.7001276016,0.1100000000,65,53,78,0.7082569000,1.784946
332,-126.3299840259,-3.5662596226,0.1100000000,74,63,94,0.7073263000,1.743576
333,-104.7702993324,-3.6885771751,0.1100000000,73,65,86,0.7064749000,2.464583
334,-115.3507246899,-3.4476959705,0.1100000000,60,50,82,0.7056631000,2.541074
335,-109.3205028035,-2.9547219276,0.1100000000,83,71,113,0.7045444000,2.697170
336,-118.7819279549,-3.3907101154,0.1100000000,67,53,80,0.7037524000,2.433858
337,-104.7439631076,-2.9086098671,0.1100000000,56,50,78,0.7029802000,2.353596
338,-119.1196310072,-3.9681553841,0.1100000000,56,48,72,0.7022674000,1.911754
339,-125.1105179430,-3.4867188931,0.1100000000,92,82,122,0.7010596000,2.761507
340,-101.3693003235,-3.3123979568,0.1100000000,52,47,80,0.7002676000,2.060145
341,-93.2565549656,-3.3312678337,0.1100000000,85,70,107,0.6992083000,2.272704
342,-10.5950190872,-3.7106161118,0.1200000000,77,69,98,0.6982381000,2.307490
343,-102.0298155187,-4.3274936676,0.1200000000,46,39,57,0.6976738000,2.024607
344,-156.7599001064,-3.3267724514,0.1200000000,87,74,112,0.6965650000,2.209063
345,-105.8040556534,-4.1197123528,0.1200000000,55,47,71,0.6958621000,2.324233
346,-93.4948798253,-3.4866354465,0.1200000000,86,70,122,0.6946543000,2.153958
347,-93.7177524890,-4.2362294197,0.1200000000,59,50,77,0.6938920000,2.052843
348,-91.4808909225,-4.4091815948,0.1100000000,70,62,83,0.6930703000,1.815138
349,-94.6885777268,-4.5013899803,0.1100000000,38,32,56,0.6925159000,3.004305
350,-90.4730949393,-5.1237754822,0.1100000000,67,55,105,0.6914764000,2.038075
351,-74.7426227312,-4.8820014000,0.1100000000,55,49,66,0.6908230000,2.560126
352,-70.2734939438,-4.5219764709,0.1100000000,80,63,97,0.6898627000,2.713474
353,-67.4059450420,-4.8142271042,0.1100000000,68,60,97,0.6889024000,2.121194
354,-101.3257141227,-4.2864780426,0.1100000000,62,56,85,0.6880609000,3.344830
355,2.8757506728,-4.5318002701,0.1200000000,55,49,70,0.6873679000,2.297672
356,-95.3529338690,-4.4904875755,0.1200000000,43,39,54,0.6868333000,1.819307
357,-19.3438438511,-4.3626589775,0.1300000000,72,66,105,0.6857938000,2.287651
358,-75.3013732182,-4.9862556458,0.1300000000,57,47,74,0.6850612000,2.568398
359,-96.8541430180,-5.5610313416,0.1300000000,52,44,74,0.6843286000,1.953924
360,-115.8375714116,-4.5867538452,0.1300000000,72,61,93,0.6834079000,2.327227
361,-44.3315900077,-5.4167408943,0.1200000000,59,51,70,0.6827149000,2.600970
362,-138.6170721326,-4.6828484535,0.1200000000,67,54,93,0.6817942000,2.288720
363,-110.9234806181,-5.2936549187,0.1200000000,86,72,99,0.6808141000,2.401261
364,-61.5440332970,-6.0056262016,0.1200000000,64,59,77,0.6800518000,2.691531
365,-26.0806886962,-5.2599983215,0.1300000000,90,80,125,0.6788143000,2.298757
366,-117.5122827370,-5.6543426514,0.1300000000,88,68,112,0.6777055000,2.203563
367,-157.5572078891,-5.6805601120,0.1300000000,76,65,93,0.6767848000,2.349497
368,-168.9777038907,-5.7728805542,0.1300000000,79,65,111,0.6756859000,2.122478
369,-61.7265174800,-5.1398839951,0.1300000000,55,48,66,0.6750325000,2.137213
370,-101.1386603976,-5.5717835426,0.1300000000,69,57,79,0.6742504000,2.549946
371,-113.6940939290,-6.2257943153,0.1300000000,79,68,103,0.6732307000,2.121191
372,-17.1634802906,-5.8485488892,0.1300000000,85,76,107,0.6721714000,2.640110
373,-87.0363061265,-6.1382708549,0.1300000000,54,51,68,0.6714982000,2.376222
374,-44.3147732169,-6.1588902473,0.1400000000,73,65,93,0.6705775000,2.543764
375,-138.6593360584,-6.1765575409,0.1400000000,78,67,104,0.6695479000,2.588268
376,-142.4168357570,-6.3610854149,0.1400000000,81,68,94,0.6686173000,2.293643
377,-107.8778849212,-6.6275482178,0.1400000000,56,45,71,0.6679144000,1.819702
378,-102.6506797535,-6.6209955215,0.1400000000,82,69,102,0.6669046000,2.528186
379,-135.7825123143,-6.2966499329,0.1400000000,102,92,132,0.6655978000,2.523727
380,-104.1452519215,-6.3954477310,0.1400000000,71,61,99,0.6646177000,2.502872
381,-74.1479337526,-6.6524295807,0.1400000000,79,68,93,0.6636970000,2.476752
382,-101.0998043263,-7.0129661560,0.1400000000,63,58,78,0.6629248000,2.562173
383,-59.4077528916,-6.5306906700,0.1400000000,74,64,120,0.6617368000,2.565260
384,-88.3711133417,-7.1382417679,0.1400000000,86,68,114,0.6606082000,2.333389
385,-55.8053197681,-6.4708590508,0.1400000000,71,62,83,0.6597865000,2.421224
386,-119.4539594892,-6.5551233292,0.1400000000,97,87,129,0.6585094000,2.451178
387,-104.0600171850,-7.4787282944,0.1400000000,68,59,97,0.6575491000,2.463658
388,-88.7830579614,-7.0387935638,0.1400000000,58,50,79,0.6567670000,2.903617
389,-225.6928321553,-7.2955336571,0.1400000000,105,94,125,0.6555295000,2.468850
390,-108.5069613774,-7.5255808830,0.1400000000,63,50,95,0.6545890000,2.294009
391,-78.3991578375,-7.2284359932,0.1300000000,95,81,108,0.6535198000,2.665078
392,-52.7695090649,-7.1432065964,0.1300000000,59,52,73,0.6527971000,2.606875
393,-91.8843958032,-6.4714832306,0.1300000000,112,97,148,0.6513319000,2.555566
394,-169.2709898287,-7.6566047668,0.1300000000,71,59,92,0.6504211000,2.234292
395,-76.6169667227,-6.9484343529,0.1300000000,65,55,89,0.6495400000,2.983029
396,-45.6519658350,-7.5370130539,0.1300000000,60,51,73,0.6488173000,3.067831
397,-108.7954821107,-6.2301445007,0.1200000000,86,75,105,0.6477778000,2.572215
398,-94.4111504327,-6.4298677444,0.1200000000,54,52,67,0.6471145000,2.113915
399,-57.7281051022,-6.8995485306,0.1100000000,70,58,83,0.6462928000,2.347266
400,-116.5283040346,-7.4318737984,0.1000000000,66,57,96,0.6453424000,2.878785
401,-64.0623779549,-7.1619806290,0.1000000000,66,57,73,0.6446197000,2.344421
402,-82.7051656386,-6.8681020737,0.1000000000,80,63,103,0.6436000000,2.293249
403,-88.4488103146,-7.1526098251,0.1000000000,46,41,59,0.6430159000,2.034184
404,-43.5145095391,-7.0077104568,0.1000000000,66,55,76,0.6422635000,2.142397
405,-68.2251590235,-6.6147155762,0.1000000000,60,51,72,0.6415507000,2.787604
406,-69.6983254413,-7.0271596909,0.1000000000,56,48,74,0.6408181000,2.777242
407,-108.8392031249,-6.7443375587,0.1000000000,54,47,78,0.6400459000,2.168132
408,-186.9379394899,-6.5976276398,0.0900000000,99,79,129,0.6387688000,2.667647
409,-113.7499176135,-6.9101619720,0.0900000000,97,78,127,0.6375115000,2.656106
410,-128.9269479035,-7.0870227814,0.0900000000,92,83,120,0.6363235000,2.222128
411,-83.9709260996,-7.5769925117,0.0900000000,86,66,102,0.6353137000,1.959824
412,-70.4505788594,-6.5415067673,0.0900000000,77,63,106,0.6342643000,2.275251
413,-97.2338344364,-6.6163973808,0.0900000000,77,64,100,0.6332743000,3.024006
414,-99.5641319065,-6.8029842377,0.0900000000,64,55,84,0.6324427000,2.693293
415,-63.0676774899,-7.4230217934,0.0900000000,64,53,77,0.6316804000,2.184173
416,-79.7687631334,-8.1768550873,0.0900000000,69,55,84,0.6308488000,2.521660
417,-39.8727254597,-6.8938035965,0.0900000000,85,76,97,0.6298885000,2.250173
418,-75.7955930800,-6.5279150009,0.0900000000,60,50,75,0.6291460000,2.351018
419,-103.0937744126,-6.8418598175,0.0900000000,91,79,117,0.6279877000,2.605802
420,-2.6217161503,-7.2370567322,0.1000000000,98,90,130,0.6267007000,2.507699
421,-139.9399122257,-7.3280925751,0.1000000000,85,79,109,0.6256216000,2.888503
422,-49.9845317518,-6.5186295509,0.1000000000,52,45,64,0.6249880000,2.510099
423,-111.8134179441,-6.6529426575,0.1000000000,76,68,89,0.6241069000,2.378502
424,-75.1069219032,-7.1977415085,0.0900000000,52,42,62,0.6234931000,2.729160
425,-57.0651791485,-7.2093939781,0.0900000000,93,78,124,0.6222655000,2.249468
426,-95.7955786729,-7.5621070862,0.0900000000,60,56,72,0.6215527000,1.891379
427,-83.2666851490,-7.4443998337,0.0800000000,85,68,108,0.6204835000,2.238539
428,-75.2579668111,-6.9463691711,0.0800000000,86,79,115,0.6193450000,2.593282
429,-103.5355645713,-7.6011481285,0.0800000000,63,56,79,0.6185629000,2.635045
430,-13.1427030461,-6.5189762115,0.0800000000,62,53,82,0.6177511000,2.432477
431,-70.4644339599,-7.2065496445,0.0800000000,64,55,74,0.6170185000,3.087304
432,-106.5101429964,-7.6578664780,0.0800000000,85,70,108,0.6159493000,2.455569
433,-69.2205196725,-7.0558462143,0.0800000000,58,44,70,0.6152563000,2.458585
434,-75.8701864863,-6.5572032928,0.0800000000,88,77,118,0.6140881000,3.204874
435,-157.5657644512,-7.7942008972,0.0800000000,100,86,120,0.6129001000,2.229016
436,-74.9900954939,-7.9130973816,0.0800000000,74,60,102,0.6118903000,2.436625
437,-62.6681478448,-7.8981094360,0.0800000000,92,77,118,0.6107221000,2.157133
438,-21.1160692834,-7.8667302132,0.0900000000,54,51,75,0.6099796000,2.243562
439,-128.1604524312,-8.3698263168,0.0900000000,104,85,117,0.6088213000,2.206641
440,-135.9627307165,-7.3208742142,0.0900000000,57,51,72,0.6081085000,2.382412
441,-94.8234368075,-7.8209905624,0.0900000000,92,73,111,0.6070096000,2.439791
442,-97.1521004703,-8.4296197891,0.0800000000,82,74,101,0.6060097000,2.570860
443,-109.8435479824,-8.0442209244,0.0800000000,107,93,139,0.6046336000,2.280162
444,-85.3714570744,-7.2667036057,0.0800000000,62,49,93,0.6037129000,2.360659
445,-109.2788924895,-8.1287803650,0.0800000000,67,54,84,0.6028813000,2.129900
446,-168.0582528739,-6.8129091263,0.0800000000,104,85,141,0.6014854000,2.340125
447,-73.5973852883,-7.6485805511,0.0800000000,94,78,107,0.6004261000,2.058462
448,-126.8109664649,-6.9884767532,0.0800000000,90,75,112,0.5993173000,2.288770
449,-112.4556141821,-8.1327304840,0.0800000000,51,43,65,0.5986738000,2.342754
450,-104.3197544959,-8.1001825333,0.0800000000,92,83,121,0.5974759000,2.494133
451,-57.7417941690,-7.1543664932,0.0800000000,55,51,68,0.5968027000,2.741897
452,15.4943925923,-7.6641573906,0.0900000000,70,58,79,0.5960206000,2.302786
453,-61.3075975166,-7.6875171661,0.0900000000,79,71,94,0.5950900000,2.284629
454,-73.9033200499,-8.7952127457,0.0900000000,96,82,116,0.5939416000,2.642833
455,-37.3496899748,-7.3746194839,0.0900000000,85,70,99,0.5929615000,2.485440
456,-128.5560441567,-7.8815498352,0.0900000000,84,71,108,0.5918923000,2.182684
457,-94.7103775165,-8.0158252716,0.0800000000,90,79,106,0.5908429000,2.413474
458,-75.5992364141,-7.9695582390,0.0800000000,101,83,127,0.5895856000,2.497219
459,-71.7158972318,-7.8409900665,0.0800000000,72,62,90,0.5886946000,2.596425
460,-69.0235868970,-8.6431007385,0.0800000000,96,84,118,0.5875264000,2.169151
461,-103.7198551593,-8.0145568848,0.0800000000,75,67,99,0.5865463000,2.357076
462,25.1146487417,-7.4252343178,0.0900000000,86,78,101,0.5855464000,2.396995
463,-73.6073113229,-7.2803530693,0.0900000000,83,72,107,0.5844871000,2.110120
464,-89.9209416776,-8.1334829330,0.0900000000,69,56,86,0.5836357000,1.915256
465,-84.1583865634,-7.8122701645,0.0800000000,49,42,57,0.5830714000,2.132327
466,-60.7101169580,-7.9258251190,0.0800000000,74,63,83,0.5822497000,2.304075
467,-131.4705967284,-8.2810287476,0.0800000000,123,111,147,0.5807944000,2.070986
468,-91.5886142876,-8.1007966995,0.0800000000,70,61,85,0.5799529000,2.672718
469,-15.8214499344,-8.6122941971,0.0900000000,66,51,71,0.5792500000,2.065389
470,-76.8587561377,-8.4441156387,0.0900000000,62,52,70,0.5785570000,2.409805
471,-85.9907413756,-7.9905738831,0.0900000000,67,53,77,0.5777947000,2.421055
472,-13.6217061961,-8.2017784119,0.0800000000,90,77,104,0.5767651000,2.696404
473,-120.2493587390,-8.9648418427,0.0800000000,67,52,98,0.5757949000,2.703084
474,-93.5248655780,-8.3594217300,0.0700000000,84,78,123,0.5745772000,2.526147
475,-7.1167090367,-8.5022945404,0.0800000000,80,63,119,0.5733991000,2.726379
476,-37.4569717066,-8.7921953201,0.0800000000,64,56,74,0.5726665000,2.421207
477,-59.8123685403,-9.2433328629,0.0800000000,54,45,69,0.5719834000,2.521936
478,-111.6846134119,-9.1509485245,0.0800000000,85,74,105,0.5709439000,2.697672
479,-88.3340007876,-8.4613571167,0.0800000000,117,97,133,0.5696272000,2.521690
480,-60.4819986172,-7.8651113510,0.0800000000,119,100,145,0.5681917000,2.418006
481,-97.5730613172,-8.5059700012,0.0800000000,65,54,70,0.5674987000,2.412708
482,-7.2754729198,-8.6732854843,0.0900000000,85,71,110,0.5664097000,2.403064
483,-115.5895335391,-8.6243438721,0.0900000000,50,40,66,0.5657563000,2.565601
484,-76.1090476560,-8.4324579239,0.0900000000,85,72,96,0.5648059000,2.354622
485,-68.2447804848,-8.3664703369,0.0900000000,78,64,91,0.5639050000,2.282912
486,-117.2906209512,-7.9360699654,0.0900000000,81,68,110,0.5628160000,2.650545
487,-83.3849020220,-8.0933723450,0.0900000000,81,72,99,0.5618359000,2.530859
488,-85.3081965627,-8.2286443710,0.0900000000,74,60,94,0.5609053000,2.181522
489,-97.9013642598,-8.1535310745,0.0900000000,102,91,132,0.5595985000,2.116793
490,-119.6214137825,-8.6498994827,0.0900000000,88,76,105,0.5585590000,2.710799
491,-42.1941945384,-8.9996004105,0.0900000000,80,67,95,0.5576185000,2.758430
492,-21.2757764187,-9.0597305298,0.1000000000,72,59,91,0.5567176000,2.483609
493,-77.2620252386,-9.0104589462,0.1000000000,66,54,70,0.5560246000,1.906712
494,-77.0216090991,-8.2324848175,0.1000000000,81,71,104,0.5549950000,2.545696
495,-74.2482581392,-7.8181943893,0.1000000000,88,71,123,0.5537773000,2.486060
496,7.5178888777,-7.8555479050,0.1100000000,64,52,80,0.5529853000,2.560677
497,-16.3397507371,-8.0089330673,0.1200000000,78,63,104,0.5519557000,2.590926
498,-124.9518026019,-7.4925966263,0.1200000000,91,75,111,0.5508568000,2.680656
499,-82.9583581973,-8.2847318649,0.1200000000,94,80,113,0.5497381000,2.048162
500,-62.8575057330,-8.4652566910,0.1200000000,83,68,123,0.5485204000,2.562660
501,-104.8812196011,-8.5023298264,0.1200000000,56,50,67,0.5478571000,2.455978
502,-110.7970259185,-7.3815798759,0.1200000000,73,64,112,0.5467483000,2.285699
503,-104.9704784493,-8.2504272461,0.1200000000,101,86,118,0.5455801000,2.250428
504,-97.5672183121,-8.5174579620,0.1200000000,98,85,120,0.5443921000,2.511954
505,-49.0828928383,-8.4544935226,0.1300000000,66,55,96,0.5434417000,2.465253
506,-79.8192176007,-8.3332233429,0.1300000000,81,72,93,0.5425210000,2.497405
507,-71.5408760359,-8.1010341644,0.1300000000,87,72,95,0.5415805000,1.945441
508,-55.6694483863,-7.5547533035,0.1300000000,62,50,79,0.5407984000,2.374849
509,-81.8985299448,-8.2395362854,0.1300000000,94,79,114,0.5396698000,2.418664
510,-89.3929274509,-7.5855045319,0.1300000000,67,61,80,0.5388778000,2.337092
511,-24.5097825482,-7.3330545425,0.1300000000,80,69,93,0.5379571000,2.322193
512,-267.7042566460,-7.7602014542,0.1300000000,118,101,151,0.5364622000,2.102146
513,-7.5077956469,-7.2596912384,0.1300000000,109,95,122,0.5352544000,2.410892
514,-118.8349433350,-6.8515462875,0.1300000000,79,68,99,0.5342743000,2.715783
515,-73.5395288627,-6.6698951721,0.1300000000,75,69,89,0.5333932000,2.226475
516,-27.6250219614,-6.9595384598,0.1400000000,95,81,114,0.5322646000,2.178711
517,-48.4042028959,-7.6512036324,0.1400000000,74,59,90,0.5313736000,2.309148
518,-120.5281556738,-7.2552070618,0.1400000000,65,57,79,0.5305915000,2.114751
519,-101.6830381582,-7.7486934662,0.1400000000,91,70,110,0.5295025000,2.598997
520,-60.3943340211,-7.5265173912,0.1300000000,63,53,73,0.5287798000,2.109830
521,-42.0780636703,-7.5259513855,0.1300000000,80,66,89,0.5278987000,2.508172
522,-46.0588895103,-7.3197097778,0.1300000000,98,84,123,0.5266810000,2.074657
523,-57.1266115973,-7.6013607979,0.1300000000,75,62,92,0.5257702000,2.305801
524,8.5719000300,-8.0990438461,0.1400000000,101,87,131,0.5244733000,2.333814
525,-135.0776447233,-7.6484470367,0.1400000000,111,95,141,0.5230774000,2.192495
526,-62.0563494295,-7.7919721603,0.1400000000,89,80,118,0.5219092000,2.712673
527,-93.7854740682,-7.3908376694,0.1400000000,102,80,127,0.5206519000,2.268856
528,-97.2742820324,-6.7342119217,0.1400000000,73,66,93,0.5197312000,2.710274
529,-83.2556008488,-6.5508618355,0.1400000000,91,76,108,0.5186620000,2.518285
530,-144.9039184887,-6.5137181282,0.1300000000,119,105,139,0.5172859000,2.374191
531,-11.5194485319,-7.3717241287,0.1400000000,77,70,91,0.5163850000,2.438045
532,-70.2458633683,-7.9201517105,0.1400000000,99,81,126,0.5151376000,2.268979
533,-54.8285840404,-7.3610181808,0.1400000000,111,92,142,0.5137318000,2.271280
534,-89.9406074946,-8.3532180786,0.1400000000,91,79,113,0.5126131000,2.496495
535,25.8591650276,-6.9586825371,0.1500000000,65,57,82,0.5118013000,2.499490
536,-77.5249517793,-7.5948553085,0.1500000000,69,59,82,0.5109895000,2.871064
537,-56.0807961891,-7.1024494171,0.1500000000,91,81,104,0.5099599000,2.419352
538,-28.9363511375,-7.1789860725,0.1400000000,100,87,137,0.5086036000,2.018821
539,-76.2748583277,-7.6391129494,0.1400000000,76,64,95,0.5076631000,2.345099
540,-91.9497259684,-6.8809342384,0.1400000000,86,78,105,0.5066236000,2.773739
541,19.3452660516,-6.6839876175,0.1500000000,77,68,86,0.5057722000,2.315018
542,-73.2190588285,-7.6143207550,0.1500000000,70,64,98,0.5048020000,2.140620
543,-306.7126649626,-7.8911585808,0.1500000000,106,93,141,0.5034061000,2.213923
544,-23.0440737115,-7.4971837997,0.1500000000,92,79,115,0.5022676000,2.389916
545,-142.2155258134,-8.3501310349,0.1500000000,76,66,98,0.5012974000,2.145690
546,-69.3040405879,-7.8860940933,0.1500000000,171,149,199,0.4993273000,2.514500
547,-72.7470011101,-8.0122003555,0.1500000000,75,65,85,0.4984858000,2.552113
548,-11.3961965488,-7.6129865646,0.1600000000,85,66,113,0.4973671000,2.082169
549,-85.2401284515,-7.6519107819,0.1600000000,55,47,70,0.4966741000,2.646254
550,-106.9816186135,-7.4869666100,0.1600000000,76,63,92,0.4957633000,2.358091
551,-55.0357231465,-7.4446330070,0.1600000000,120,114,140,0.4943773000,1.997658
552,-21.5025628023,-7.4346332550,0.1600000000,73,64,98,0.4934071000,2.097806
553,-9.6626391285,-7.2781362534,0.1700000000,77,66,92,0.4924963000,2.417344
554,-71.3149421165,-8.0203704834,0.1700000000,82,66,106,0.4914469000,2.250725
555,-87.7928900142,-6.2324223518,0.1600000000,52,43,58,0.4908727000,2.050837
556,-51.1905066433,-7.1113905907,0.1600000000,66,55,73,0.4901500000,2.268192
557,2.4579980321,-6.6534528732,0.1700000000,82,72,97,0.4891897000,2.341889
558,-54.0527228247,-7.3791775703,0.1700000000,142,121,169,0.4875166000,2.160244
559,-73.7384517302,-7.1305723190,0.1700000000,94,83,136,0.4861702000,2.387121
560,-45.2715504994,-7.9073185921,0.1700000000,110,98,134,0.4848436000,2.631377
561,-81.9525338086,-8.1555995941,0.1700000000,57,46,65,0.4842001000,2.708532
562,-87.8829955494,-7.9728970528,0.1600000000,82,72,105,0.4831606000,2.319838
563,-53.9401926184,-8.2295351028,0.1700000000,79,64,102,0.4821508000,2.361263
564,-94.6535121921,-8.2144336700,0.1700000000,87,74,108,0.4810816000,2.409042
565,19.2952897046,-8.2543649673,0.1800000000,91,78,101,0.4800817000,2.137862
566,-89.3517540456,-7.6226658821,0.1800000000,96,85,119,0.4789036000,2.440790
567,-91.0435275344,-8.2539319992,0.1800000000,77,65,94,0.4779730000,2.048914
568,-72.5918007764,-8.3219432831,0.1800000000,86,72,104,0.4769434000,1.964140
569,-73.6410374046,-8.1441421509,0.1700000000,98,80,117,0.4757851000,2.129681
570,-49.1925143345,-8.4723691940,0.1700000000,114,97,138,0.4744189000,2.291566
571,-87.7344514979,-8.0533771515,0.1700000000,90,75,102,0.4734091000,2.239203
572,-160.7556656235,-7.5172486305,0.1700000000,101,89,118,0.4722409000,2.393065
573,-50.2842510543,-8.2175741196,0.1700000000,74,63,86,0.4713895000,2.033550
574,-78.7118430835,-8.4337978363,0.1700000000,79,67,93,0.4704688000,2.117790
575,-44.9932456044,-8.3181400299,0.1600000000,56,45,66,0.4698154000,2.078488
576,-77.5861452254,-7.9603352547,0.1600000000,71,60,81,0.4690135000,2.540833
577,-68.2936142615,-8.0566825867,0.1600000000,61,53,68,0.4683403000,2.243906
578,-45.4882251543,-8.8573865891,0.1600000000,76,66,93,0.4674196000,2.543055
579,-62.0797735872,-8.8062572479,0.1600000000,75,62,104,0.4663900000,2.833652
580,-36.2713148202,-8.5924291611,0.1600000000,107,91,122,0.4651822000,2.080521
581,-83.0180096015,-9.3139104843,0.1600000000,78,65,113,0.4640635000,2.345103
582,8.2142408874,-8.4979038239,0.1600000000,81,69,102,0.4630537000,2.481790
583,-71.6014090667,-9.4631166458,0.1600000000,101,82,114,0.4619251000,2.069867
584,-34.5993847758,-8.8147163391,0.1600000000,75,63,92,0.4610143000,2.418252
585,-91.9343870612,-9.1108407974,0.1600000000,64,54,71,0.4603114000,2.642436
586,-87.0649742880,-9.9690666199,0.1600000000,104,84,124,0.4590838000,2.203585
587,-67.7320209310,-8.7909097672,0.1600000000,82,70,104,0.4580542000,2.108661
588,-48.5091862417,-9.3180580139,0.1600000000,145,126,183,0.4562425000,2.169432
589,-117.8702529202,-8.6758670807,0.1600000000,104,85,134,0.4549159000,2.013673
590,-56.3189489241,-9.2076349258,0.1600000000,86,74,103,0.4538962000,2.601542
591,-69.3140151868,-8.0637798309,0.1600000000,132,108,147,0.4524409000,2.231632
592,-10.4628890576,-9.2476625443,0.1600000000,100,83,121,0.4512430000,2.074312
593,-113.6080403958,-8.7268104553,0.1600000000,87,73,105,0.4502035000,2.053865
594,-66.3413310309,-8.5560054779,0.1600000000,91,78,126,0.4489561000,1.909341
595,-145.7339340473,-8.2854490280,0.1600000000,109,91,132,0.4476493000,2.207506
596,-51.1278995097,-8.8620386124,0.1500000000,81,72,108,0.4465801000,2.333156
597,-109.1056460678,-8.1302385330,0.1400000000,210,174,229,0.4443130000,2.317612
598,-73.7322370192,-8.6271486282,0.1400000000,111,93,139,0.4429369000,2.259448
599,-34.8198812179,-7.9123258591,0.1400000000,72,64,81,0.4421350000,2.338253
600,-63.8813537887,-8.7158784866,0.1400000000,66,53,75,0.4413925000,2.298889
601,-48.3047459238,-8.5233983994,0.1400000000,74,61,87,0.4405312000,2.016996
602,-13.2119069533,-8.6625595093,0.1400000000,77,69,89,0.4396501000,2.585195
603,-70.8986666908,-8.5702447891,0.1400000000,90,72,113,0.4385314000,2.016218
604,-54.6315158838,-8.6175842285,0.1400000000,95,83,113,0.4374127000,1.975721
605,-11.3288605551,-8.9534254074,0.1300000000,78,68,89,0.4365316000,1.996933
606,8.6590626171,-8.0965518951,0.1300000000,116,101,133,0.4352149000,2.023362
607,-39.8380269419,-8.8552055359,0.1300000000,188,161,225,0.4329874000,2.137021
608,-59.0330561773,-8.6479463577,0.1300000000,208,173,235,0.4306609000,2.316812
609,-50.5202375886,-8.2870712280,0.1300000000,106,91,129,0.4293838000,2.327556
610,-45.2572523695,-8.2776269913,0.1300000000,104,88,125,0.4281463000,1.907753
611,-83.2263237499,-8.2262306213,0.1300000000,77,67,87,0.4272850000,2.297914
612,18.0132417847,-8.2145805359,0.1400000000,85,65,101,0.4262851000,1.796926
613,-60.6201647626,-7.6047449112,0.1400000000,72,64,84,0.4254535000,2.026040
614,-21.8056884372,-8.6689796448,0.1500000000,81,64,115,0.4243150000,2.443171
615,-76.3005310060,-8.1885089874,0.1500000000,101,81,119,0.4231369000,2.645254
616,-32.0753660771,-7.8659849167,0.1400000000,123,110,142,0.4217311000,1.903226
617,2.7975115811,-7.2434988022,0.1400000000,105,87,113,0.4206124000,1.967727
618,-59.2804789236,-7.7925920486,0.1400000000,79,62,90,0.4197214000,2.653889
619,-73.2903909763,-7.9131197929,0.1400000000,87,72,103,0.4187017000,1.936774
620,-75.6578946126,-7.9207019806,0.1400000000,103,87,122,0.4174939000,2.033319
621,-42.2458380594,-7.3715724945,0.1400000000,86,79,97,0.4165336000,2.010066
622,-59.7508432612,-7.1267251968,0.1400000000,96,76,129,0.4152565000,2.419869
623,-42.3568453534,-7.8341445923,0.1400000000,153,130,188,0.4133953000,2.334609
624,-52.9588301598,-7.4951252937,0.1300000000,162,143,178,0.4116331000,2.316606
625,-30.6985323657,-7.5155515671,0.1300000000,119,95,147,0.4101778000,2.427752
626,-117.7373346389,-6.9028997421,0.1300000000,101,83,126,0.4089304000,2.243680
627,-108.1826752050,-7.5298848152,0.1300000000,146,122,168,0.4072672000,2.483319
628,-53.2970671148,-6.2553200722,0.1300000000,79,63,95,0.4063267000,2.208423
629,30.0323376056,-8.2921113968,0.1400000000,80,70,95,0.4053862000,2.168643
630,-44.4847186239,-7.5936965942,0.1400000000,114,99,132,0.4040794000,2.176357
631,-118.4516175427,-7.5385069847,0.1300000000,96,74,105,0.4030399000,2.434165
632,-108.7583758084,-7.6436161995,0.1300000000,89,77,103,0.4020202000,1.943781
633,-58.8283346226,-7.7312479019,0.1300000000,104,86,117,0.4008619000,2.042094
634,-42.0734369696,-8.0936203003,0.1300000000,113,91,137,0.3995056000,2.387232
635,3.7511001093,-7.9883894920,0.1300000000,88,76,123,0.3982879000,2.293650
636,-52.7315256215,-8.1716470718,0.1300000000,108,92,134,0.3969613000,2.495462
637,-38.4198008863,-6.4904975891,0.1300000000,131,110,174,0.3952387000,1.991947
638,-186.8964790381,-7.6409549713,0.1300000000,402,351,453,0.3907540000,2.106445
639,-24.5272441226,-6.6530075073,0.1300000000,123,104,145,0.3893185000,2.155747
640,-21.3607401705,-7.0697088242,0.1400000000,79,68,90,0.3884275000,2.634768
641,17.8439793053,-7.8406581879,0.1400000000,93,78,124,0.3871999000,2.013506
642,-80.6245223275,-7.3030028343,0.1400000000,84,66,97,0.3862396000,2.392860
643,-42.6956135730,-7.3136444092,0.1400000000,112,95,126,0.3849922000,2.120487
644,-43.5007065718,-6.5409231186,0.1400000000,92,75,100,0.3840022000,2.210223
645,-43.9552003126,-7.3534803391,0.1400000000,143,125,172,0.3822994000,2.021225
646,-43.5862186030,-8.3168535233,0.1400000000,83,73,92,0.3813886000,2.160152
647,-69.0461054453,-7.4792623520,0.1400000000,138,122,167,0.3797353000,2.032001
648,-70.6862623442,-6.9255580902,0.1300000000,81,70,88,0.3788641000,2.212303
649,-163.4799708406,-7.0135641098,0.1300000000,189,163,217,0.3767158000,2.301119
650,-15.3955304800,-6.7368087769,0.1300000000,93,77,99,0.3757357000,2.079361
651,-37.2725269035,-6.6539931297,0.1300000000,101,81,120,0.3745477000,2.295786
652,-26.7573811698,-6.7239665985,0.1200000000,126,107,156,0.3730033000,1.865452
653,26.8787946972,-6.0606832504,0.1200000000,166,137,192,0.3711025000,1.916417
