episode,total_reward,average_q,safe_rate_100,attempted,executed,steps,epsilon,training_loss
330,-39.2885335851,7.4035148621,0.0700000000,91,91,113,0.6878530000,1.811281
331,-70.0673510548,7.4637274742,0.0700000000,62,62,79,0.6870709000,1.612279
332,-23.4411998280,7.2476210594,0.0700000000,97,97,127,0.6858136000,2.061373
333,-49.8571072715,6.8559293747,0.0700000000,82,82,100,0.6848236000,2.448787
334,-9.8222832924,7.6259059906,0.0800000000,83,83,105,0.6837841000,2.120857
335,-57.1475134969,7.6880264282,0.0800000000,88,88,111,0.6826852000,1.868202
336,-50.6258609068,6.9264497757,0.0800000000,65,65,75,0.6819427000,1.942321
337,-46.2776352405,7.1253957748,0.0800000000,76,76,91,0.6810418000,1.983668
338,-68.9761349345,7.2668275833,0.0800000000,57,57,71,0.6803389000,2.177882
339,-60.6852613088,6.8285369873,0.0800000000,110,110,139,0.6789628000,1.939929
340,-75.1365548833,7.0672473907,0.0800000000,84,84,99,0.6779827000,2.198638
341,-65.9967736773,7.3213706017,0.0800000000,100,100,120,0.6767947000,1.961078
342,-107.6462761650,6.5721817017,0.0800000000,79,79,103,0.6757750000,2.374653
343,-26.8407410472,6.9457063675,0.0800000000,63,63,74,0.6750424000,1.851807
344,-121.8265237060,6.9908123016,0.0800000000,99,99,113,0.6739237000,1.835206
345,-63.0879587382,5.9651556015,0.0700000000,71,71,84,0.6730921000,2.068032
346,-59.8742450013,6.6602678299,0.0700000000,88,88,109,0.6720130000,2.356334
347,-39.3468274263,7.0629367828,0.0700000000,69,69,84,0.6711814000,2.428952
348,-66.5681483618,6.3732070923,0.0700000000,60,60,74,0.6704488000,2.440426
349,-62.1711718975,6.4605250359,0.0700000000,49,49,63,0.6698251000,2.015766
350,-36.5976883758,6.7184286118,0.0700000000,84,84,108,0.6687559000,2.320975
351,-117.7347285236,6.8272790909,0.0700000000,59,59,72,0.6680431000,2.276506
352,-4.2655765428,6.2677092552,0.0800000000,80,80,105,0.6670036000,2.214620
353,-95.2981325450,6.9908199310,0.0800000000,66,66,89,0.6661225000,1.993103
354,-25.0131277386,6.9497604370,0.0800000000,100,100,115,0.6649840000,2.191291
355,13.2541946530,6.5635824203,0.0800000000,81,81,97,0.6640237000,1.943993
356,-61.1127372345,6.2329549789,0.0700000000,55,55,64,0.6633901000,2.580250
357,-54.0842679711,6.9075517654,0.0700000000,96,96,124,0.6621625000,2.086806
358,-5.3178065600,6.3926463127,0.0800000000,71,71,89,0.6612814000,1.856523
359,-79.9822767669,6.0812587738,0.0800000000,72,72,86,0.6604300000,2.185174
360,-28.2733063240,6.4644737244,0.0800000000,86,86,103,0.6594103000,2.004092
361,-9.1641859459,6.6618390083,0.0700000000,69,69,84,0.6585787000,2.342319
362,-56.3618496358,6.2053127289,0.0700000000,78,78,100,0.6575887000,2.195731
363,-53.9723559020,5.5043430328,0.0700000000,88,88,113,0.6564700000,1.743275
364,-51.8660940967,5.1030068398,0.0700000000,68,68,78,0.6556978000,1.681448
365,-48.7871526811,5.2610654831,0.0700000000,102,102,132,0.6543910000,2.412744
366,-61.9269639238,4.8786172867,0.0700000000,109,109,124,0.6531634000,2.202618
367,-44.2541844358,5.0215539932,0.0700000000,114,114,133,0.6518467000,2.222927
368,-112.7485145338,5.0508728027,0.0600000000,94,94,111,0.6507478000,2.015333
369,-18.7174164960,5.9175748825,0.0600000000,59,59,74,0.6500152000,2.508833
370,-39.7647223446,5.1045389175,0.0600000000,94,94,113,0.6488965000,2.485069
371,-39.8878230033,5.3125438690,0.0700000000,95,95,106,0.6478471000,1.848503
372,-56.1848851100,4.3978319168,0.0800000000,85,85,112,0.6467383000,2.331068
373,-6.9667727230,4.3879976273,0.0800000000,87,87,102,0.6457285000,2.007565
374,-132.3726645563,5.4071207047,0.0800000000,74,74,87,0.6448672000,1.761904
375,-29.3941594591,5.0223927498,0.0800000000,107,107,129,0.6435901000,2.109115
376,-107.5591003654,4.8979940414,0.0800000000,72,72,88,0.6427189000,2.242170
377,-52.5025425546,5.0173978806,0.0800000000,67,67,81,0.6419170000,2.057042
378,-190.8810089135,4.8714752197,0.0800000000,82,82,101,0.6409171000,2.231789
379,-107.3755815086,4.2561759949,0.0800000000,91,91,118,0.6397489000,2.007592
380,-74.2930373820,4.9210247993,0.0800000000,75,75,97,0.6387886000,2.034870
381,-36.5257153186,4.9385995865,0.0800000000,82,82,109,0.6377095000,2.200733
382,-72.8840168830,4.6332168579,0.0800000000,62,62,72,0.6369967000,1.857883
383,-33.8512047497,5.8030176163,0.0800000000,103,103,132,0.6356899000,2.039110
384,-87.9724521283,4.6323208809,0.0800000000,106,106,128,0.6344227000,2.187184
385,-83.5687826084,5.9540009499,0.0800000000,65,65,80,0.6336307000,2.452026
386,-19.3920247062,4.9778938293,0.0800000000,86,86,113,0.6325120000,2.045042
387,-59.8957075532,5.3687257767,0.0800000000,90,90,119,0.6313339000,2.061913
388,-46.1191186064,5.6253557205,0.0800000000,79,79,94,0.6304033000,1.938592
389,-98.7905004237,4.5791702271,0.0800000000,117,117,141,0.6290074000,1.893088
390,-86.8009293034,6.0827035904,0.0800000000,105,105,127,0.6277501000,2.271907
391,-71.5767898224,4.6368379593,0.0800000000,82,82,105,0.6267106000,2.489404
392,-49.5704982980,5.7571668625,0.0800000000,69,69,78,0.6259384000,2.148888
393,31.2452544396,5.2460355759,0.0800000000,127,127,152,0.6244336000,1.902861
394,-98.6209701478,5.0934443474,0.0800000000,77,77,98,0.6234634000,2.108707
395,-38.5674572066,4.7082586288,0.0800000000,84,84,106,0.6224140000,2.065863
396,-62.6187077207,5.1558499336,0.0800000000,57,57,71,0.6217111000,2.391584
397,-15.8429212321,5.4237852097,0.0800000000,808,808,1000,0.6118111000,2.141872
398,-17.9874204046,4.8972907066,0.0800000000,87,87,101,0.6108112000,2.347038
399,-49.7660654799,4.3875741959,0.0800000000,56,56,79,0.6100291000,2.297859
400,-48.8494285882,6.1017613411,0.0800000000,96,96,111,0.6089302000,2.386700
401,-70.8969562080,5.1129236221,0.0800000000,48,48,59,0.6083461000,2.658266
402,-69.2159192390,6.2169599533,0.0800000000,84,84,114,0.6072175000,2.199284
403,-37.3164931429,5.8881139755,0.0800000000,75,75,82,0.6064057000,2.527638
404,23.0544532091,6.7294354439,0.0800000000,100,100,114,0.6052771000,2.422647
405,-17.2917653196,6.2053575516,0.0800000000,60,60,78,0.6045049000,2.704886
406,-45.1839059134,6.0834574699,0.0800000000,71,71,85,0.6036634000,2.169572
407,-20.3927282825,6.9120903015,0.0800000000,85,85,102,0.6026536000,2.138558
408,-113.9491826341,5.9904580116,0.0800000000,128,128,158,0.6010894000,2.521910
409,-22.1793035608,6.3098258972,0.0700000000,137,137,170,0.5994064000,2.474915
410,-107.5942509830,6.9194631577,0.0700000000,81,81,106,0.5983570000,2.091849
411,-85.4240508171,6.1716532707,0.0700000000,85,85,106,0.5973076000,2.597854
412,-25.8428394544,6.7379198074,0.0700000000,109,109,120,0.5961196000,2.350578
413,-73.8528882725,6.8006691933,0.0700000000,94,94,117,0.5949613000,2.164478
414,-29.2757487942,7.9514846802,0.0700000000,101,101,116,0.5938129000,1.999313
415,-97.2472260095,7.4832086563,0.0600000000,72,72,80,0.5930209000,1.644205
416,-71.1096656262,7.6048746109,0.0600000000,69,69,85,0.5921794000,2.326913
417,-63.4183480194,7.6817903519,0.0600000000,72,72,88,0.5913082000,2.477731
418,-26.2480515913,8.4029674530,0.0600000000,71,71,87,0.5904469000,2.214476
419,-33.6832591296,7.7820243835,0.0600000000,112,112,137,0.5890906000,2.150022
420,-21.1050850381,7.6803035736,0.0600000000,102,102,134,0.5877640000,2.424036
421,-74.4716605032,6.9955105782,0.0600000000,82,82,108,0.5866948000,2.089931
422,-21.1749480959,7.7435884476,0.0600000000,54,54,68,0.5860216000,1.892065
423,22.8715502612,7.8742837906,0.0600000000,100,100,111,0.5849227000,2.008498
424,-41.8450662108,7.9935183525,0.0600000000,55,55,71,0.5842198000,1.752210
425,-91.4172227514,8.3535776138,0.0600000000,694,694,809,0.5762107000,2.094000
426,-102.3247854412,7.9044156075,0.0600000000,65,65,75,0.5754682000,2.195495
427,2.2915461380,9.1447353363,0.0600000000,109,109,137,0.5741119000,2.210074
428,17.0300937092,9.5898704529,0.0600000000,128,128,161,0.5725180000,2.244067
429,-46.3984861201,9.7075595856,0.0600000000,71,71,91,0.5716171000,2.266600
430,-19.6326550019,9.5029420853,0.0600000000,71,71,89,0.5707360000,2.049492
431,-57.2096091015,9.5954761505,0.0600000000,70,70,76,0.5699836000,2.355873
432,13.5539272695,10.4432792664,0.0600000000,140,140,165,0.5683501000,2.148068
433,-54.1411804831,10.4278030396,0.0600000000,66,66,75,0.5676076000,2.616559
434,20.4920044427,9.6184301376,0.0500000000,108,108,138,0.5662414000,2.014212
435,-200.4923738332,9.8248720169,0.0500000000,151,151,176,0.5644990000,2.032708
436,-5.5650209448,10.2106094360,0.0500000000,134,134,160,0.5629150000,2.489259
437,-58.4373932721,10.6771392822,0.0500000000,94,94,121,0.5617171000,2.230405
438,-35.4822353136,10.1794929504,0.0500000000,77,77,95,0.5607766000,1.824069
439,-96.9961819665,10.3982572556,0.0500000000,90,90,109,0.5596975000,1.928563
440,10.5240300780,11.0365762711,0.0500000000,137,137,157,0.5581432000,1.852123
441,-62.3191828289,11.1437053680,0.0500000000,101,101,121,0.5569453000,2.072175
442,-0.9763356261,11.3128662109,0.0500000000,190,190,227,0.5546980000,1.988084
443,-74.7995475300,11.7167758942,0.0500000000,99,99,125,0.5534605000,1.981220
444,-83.1509427892,11.7387628555,0.0500000000,90,90,104,0.5524309000,2.189272
445,-13.2119694704,12.3145542145,0.0500000000,84,84,99,0.5514508000,2.012522
446,-24.2890950050,12.4622993469,0.0500000000,118,118,139,0.5500747000,2.053376
447,1.8437716043,12.5021409988,0.0500000000,91,91,109,0.5489956000,1.963336
448,-79.2709041422,11.4450416565,0.0500000000,96,96,116,0.5478472000,1.996379
449,-4.9744250018,11.7100238800,0.0500000000,76,76,91,0.5469463000,2.264469
450,-28.5845180172,12.5979175568,0.0500000000,859,859,1000,0.5370463000,2.156582
451,11.2543744061,13.4505615234,0.0600000000,88,88,102,0.5360365000,1.936949
452,26.0454232764,12.9397172928,0.0500000000,107,107,126,0.5347891000,2.270718
453,-41.6359635060,13.9381866455,0.0500000000,69,69,79,0.5340070000,1.776997
454,12.3312714206,13.7946376801,0.0500000000,281,281,339,0.5306509000,2.200667
455,-105.5848712997,13.9283914566,0.0500000000,94,94,104,0.5296213000,2.053877
456,-36.7434506873,15.1990451813,0.0500000000,102,102,131,0.5283244000,2.195576
457,11.0405723532,15.2622022629,0.0500000000,105,105,129,0.5270473000,2.373856
458,-22.5900112009,14.6757011414,0.0400000000,92,92,126,0.5257999000,2.325152
459,-20.9468637156,15.0388460159,0.0500000000,96,96,112,0.5246911000,1.994342
460,-45.8131211993,15.4114370346,0.0500000000,93,93,107,0.5236318000,2.165225
461,-23.0886270045,14.2218008041,0.0500000000,96,96,114,0.5225032000,2.237493
462,-26.1584204767,16.2179317474,0.0500000000,66,66,78,0.5217310000,2.724532
463,-50.9661891055,14.6878919601,0.0500000000,82,82,102,0.5207212000,2.362777
464,3.8716245222,16.0001258850,0.0500000000,78,78,102,0.5197114000,2.276784
465,-37.7352458547,15.0732908249,0.0500000000,69,69,77,0.5189491000,2.034264
466,-4.8185277384,15.3337440491,0.0500000000,86,86,98,0.5179789000,2.096598
467,-63.3781387611,15.8659334183,0.0500000000,93,93,114,0.5168503000,2.060322
468,-50.2495360729,15.1647205353,0.0500000000,80,80,91,0.5159494000,2.116940
469,14.5751795152,16.0500450134,0.0600000000,94,94,109,0.5148703000,2.304878
470,-20.1612821452,16.3701553345,0.0600000000,77,77,89,0.5139892000,2.409199
471,-30.0805287883,16.6215553284,0.0500000000,94,94,110,0.5129002000,1.995865
472,13.8931877665,15.9225883484,0.0500000000,77,77,92,0.5119894000,2.055146
473,42.6489454605,15.5119419098,0.0500000000,128,128,171,0.5102965000,2.199956
474,7.1221612845,16.6225852966,0.0500000000,134,134,158,0.5087323000,2.068596
475,3.6020697924,16.4844169617,0.0500000000,104,104,142,0.5073265000,1.974928
476,-3.7596663490,15.3468265533,0.0500000000,83,83,96,0.5063761000,1.978720
477,30.1139976395,15.9509773254,0.0500000000,69,69,81,0.5055742000,1.990688
478,19.8096487015,16.2688522339,0.0600000000,95,95,117,0.5044159000,1.919618
479,-117.1866445204,16.4056873322,0.0600000000,124,124,138,0.5030497000,2.265060
480,15.6178508216,16.7114562988,0.0600000000,101,101,124,0.5018221000,1.941855
481,-25.2784330207,16.7964057922,0.0600000000,64,64,76,0.5010697000,1.898428
482,17.5981989644,17.6296005249,0.0600000000,120,120,150,0.4995847000,2.233117
483,-12.0271260297,17.8764839172,0.0600000000,94,94,110,0.4984957000,2.028969
484,15.6692104340,17.7064437866,0.0600000000,107,107,126,0.4972483000,2.051550
485,-65.9806985879,17.2454338074,0.0600000000,66,66,81,0.4964464000,1.984363
486,-3.2825447720,17.0158767700,0.0600000000,91,91,115,0.4953079000,2.125995
487,-23.2715823822,17.8362483978,0.0600000000,142,142,165,0.4936744000,2.245756
488,-49.4518147098,17.5256652832,0.0600000000,100,100,118,0.4925062000,2.092334
489,-64.8603611885,17.2260646820,0.0600000000,128,128,154,0.4909816000,2.039883
490,-31.0643527223,17.0552177429,0.0600000000,102,102,114,0.4898530000,1.911560
491,-30.3723375676,17.9940757751,0.0600000000,93,93,105,0.4888135000,2.225257
492,7.0666893953,17.7246456146,0.0700000000,98,98,126,0.4875661000,2.066245
493,-43.0830106261,18.1376552582,0.0700000000,93,93,107,0.4865068000,2.078609
494,-9.6154128014,17.8773193359,0.0800000000,102,102,122,0.4852990000,2.219338
495,-21.9856416057,19.6776103973,0.0800000000,118,118,137,0.4839427000,2.030998
496,-13.7035890099,19.9305191040,0.0800000000,91,91,111,0.4828438000,1.974329
497,-37.6497043002,19.8142299652,0.0800000000,102,102,117,0.4816855000,2.269247
498,-37.8291090572,19.7378768921,0.0800000000,99,99,123,0.4804678000,2.110061
499,-65.9186110975,20.7690143585,0.0800000000,119,119,141,0.4790719000,2.077336
500,-8.6207739237,20.2315864563,0.0800000000,107,107,127,0.4778146000,2.227235
501,-48.0576232196,20.5060234070,0.0800000000,63,63,77,0.4770523000,2.487910
502,38.9484914796,20.8577461243,0.0800000000,118,118,144,0.4756267000,2.283982
503,-114.5977369337,22.5149993896,0.0800000000,771,771,891,0.4668058000,2.087320
504,8.2283545084,24.0109443665,0.0800000000,874,874,1000,0.4569058000,2.113234
505,26.3954566989,23.6989822388,0.0800000000,118,118,144,0.4554802000,1.906813
506,-50.3350515046,24.6795940399,0.0800000000,77,77,88,0.4546090000,2.321437
507,-16.4219618584,23.5931663513,0.0800000000,97,97,106,0.4535596000,1.910728
508,10.1305719194,25.7266635895,0.0800000000,898,898,1000,0.4436596000,2.093337
509,38.2613358562,26.8664321899,0.0800000000,111,111,137,0.4423033000,2.256134
510,5.6733151030,26.1754951477,0.0800000000,107,107,120,0.4411153000,2.023076
511,6.0005983786,27.1864719391,0.0800000000,70,70,87,0.4402540000,2.393104
512,-4.3830735198,27.0443725586,0.0800000000,127,127,149,0.4387789000,2.309848
513,44.5107708196,26.6061782837,0.0900000000,114,114,127,0.4375216000,2.415775
514,10.8979151163,29.2344360352,0.0900000000,893,893,1000,0.4276216000,2.156320
515,-162.4198719008,30.7920913696,0.0900000000,636,636,739,0.4203055000,2.239384
516,27.7106953002,30.7202758789,0.1000000000,135,135,159,0.4187314000,2.291326
517,45.3440895925,31.0213928223,0.1000000000,107,107,119,0.4175533000,1.817282
518,-46.6277182976,30.6799964905,0.1000000000,82,82,93,0.4166326000,2.107507
519,20.7992105870,31.4314193726,0.1000000000,131,131,161,0.4150387000,2.255856
520,-32.6707786299,32.8230285645,0.1000000000,861,861,1000,0.4051387000,2.185491
521,2.1995437784,32.3839759827,0.1000000000,84,84,95,0.4041982000,2.171878
522,-16.2173481795,33.0999145508,0.1000000000,871,871,1000,0.3942982000,2.224746
523,-60.5014280088,33.4439468384,0.1000000000,71,71,87,0.3934369000,2.170188
524,27.3960169161,33.3595886230,0.1100000000,118,118,134,0.3921103000,2.384510
525,-39.3791940263,34.4338684082,0.1100000000,143,143,180,0.3903283000,2.069836
526,-59.1542629410,35.4093971252,0.1100000000,853,853,1000,0.3804283000,2.182550
527,20.4922454713,35.4136199951,0.1100000000,145,145,163,0.3788146000,2.301114
528,31.6009291791,36.2330589294,0.1100000000,861,861,1000,0.3689146000,2.178501
529,-81.6060706129,35.9104042053,0.1100000000,209,209,236,0.3665782000,2.134724
530,-0.1442339690,36.1728515625,0.1000000000,104,104,117,0.3654199000,2.115758
531,-49.7932001041,35.8994445801,0.1000000000,867,867,1000,0.3555199000,2.226328
532,-150.0317368705,36.6660156250,0.1000000000,214,214,262,0.3529261000,2.199675
533,-25.3316168915,36.3617401123,0.1000000000,898,898,1000,0.3430261000,2.163188
534,-5.6064792268,37.7635154724,0.1000000000,841,841,1000,0.3331261000,2.231871
535,37.7120011747,37.0637626648,0.1000000000,85,85,97,0.3321658000,2.234358
536,-19.4987849030,37.6493072510,0.1000000000,897,897,1000,0.3222658000,2.229193
537,3.1707258295,37.4563560486,0.1000000000,121,121,132,0.3209590000,1.913514
538,23.7845280364,37.0549812317,0.1000000000,109,109,134,0.3196324000,2.288059
539,52.8586847091,37.4602584839,0.1000000000,104,104,114,0.3185038000,1.970167
540,-10.3113752905,36.9896850586,0.1000000000,891,891,1000,0.3086038000,2.273201
541,46.5454430426,37.2579269409,0.1000000000,116,116,132,0.3072970000,2.167633
542,-99.8861877653,37.5631103516,0.1000000000,145,145,163,0.3056833000,2.014391
543,20.7484152737,36.2004547119,0.1000000000,144,144,169,0.3040102000,2.242050
544,-130.7213121732,36.5436859131,0.1000000000,617,617,657,0.2975059000,2.279354
545,-98.9550390392,36.5567665100,0.1000000000,292,292,322,0.2943181000,2.257443
546,-43.9084375458,36.0267639160,0.1000000000,494,494,536,0.2890117000,2.144823
547,22.9560926164,36.7637290955,0.1000000000,822,822,1000,0.2791117000,2.268904
548,-6.9233377494,36.5672302246,0.1000000000,883,883,1000,0.2692117000,2.244905
549,-10.9227629058,35.9654998779,0.1000000000,869,869,1000,0.2593117000,2.169140
550,45.4319674360,33.7182693481,0.1000000000,868,868,1000,0.2494117000,2.263227
551,-100.4198706433,35.2568893433,0.0900000000,342,342,385,0.2456002000,2.256447
552,-181.5695936526,34.9009399414,0.0900000000,626,626,688,0.2387890000,2.245526
553,-53.4108051751,34.7517814636,0.0900000000,867,867,1000,0.2288890000,2.213559
554,-34.8421685025,34.2900619507,0.0900000000,856,856,1000,0.2189890000,2.225482
555,13.1554348403,35.1885528564,0.0900000000,854,854,1000,0.2090890000,2.117561
556,-1.3068497121,34.0569458008,0.0900000000,836,836,1000,0.1991890000,2.135824
557,-40.9936280182,34.8332595825,0.0900000000,799,799,1000,0.1892890000,2.177932
558,26.2339739166,35.8998641968,0.0900000000,851,851,1000,0.1793890000,2.174556
559,10.2016691010,36.1068267822,0.0800000000,834,834,1000,0.1694890000,2.159282
560,-6.6516399807,36.4519691467,0.0800000000,833,833,1000,0.1595890000,2.060927
561,5.3375730504,38.0403137207,0.0800000000,842,842,1000,0.1496890000,2.053427
562,-31.4308504381,38.8811645508,0.0800000000,859,859,1000,0.1397890000,2.101515
563,-72.0923613316,39.8682098389,0.0800000000,829,829,1000,0.1298890000,2.029103
564,-50.1183423486,39.0503768921,0.0800000000,823,823,1000,0.1199890000,1.954713
565,-44.8726742205,38.4661827087,0.0800000000,865,865,1000,0.1100890000,2.220863
566,-8.5101905022,39.9946060181,0.0800000000,790,790,1000,0.1001890000,2.019323
567,-2.4834057569,39.8947410583,0.0800000000,843,843,1000,0.0902890000,1.910393
568,-6.6113005186,40.4726181030,0.0800000000,911,911,1000,0.0803890000,1.895835
569,-29.6812815351,40.7094764709,0.0700000000,867,867,1000,0.0704890000,1.907286
570,-53.2870791017,41.6741104126,0.0700000000,868,868,1000,0.0605890000,1.954839
571,-3.4602190710,42.8716773987,0.0700000000,868,868,1000,0.0506890000,1.937218
572,-20.0807500660,41.5821228027,0.0600000000,866,866,1000,0.0407890000,1.899397
573,-56.7111113330,42.9834823608,0.0600000000,868,868,1000,0.0308890000,1.849679
574,-10.3745609681,42.2198944092,0.0600000000,840,840,1000,0.0209890000,1.859757
575,93.3927504284,45.7047348022,0.0600000000,797,797,1000,0.0110890000,1.854064
576,46.0594024729,44.6546249390,0.0600000000,833,833,1000,0.0100000000,1.866808
577,279.2115536673,45.3437080383,0.0700000000,364,364,467,0.0100000000,1.794767
578,40.5154125326,45.0666542053,0.0600000000,823,823,1000,0.0100000000,1.919856
579,-22.6875258525,46.1886901855,0.0600000000,819,819,1000,0.0100000000,1.703514
580,10.3958151249,45.4552078247,0.0600000000,829,829,1000,0.0100000000,1.702715
581,215.7417879405,46.0217552185,0.0700000000,489,489,590,0.0100000000,1.656326
582,31.9625670932,46.7649154663,0.0700000000,801,801,1000,0.0100000000,1.550960
583,229.5014802104,47.3335227966,0.0800000000,320,320,452,0.0100000000,1.560385
584,166.0302512260,49.6305618286,0.0900000000,749,749,920,0.0100000000,1.570260
585,27.1095328497,46.9339103699,0.0900000000,821,821,1000,0.0100000000,1.480945
586,-49.9627293069,49.3588409424,0.0900000000,839,839,1000,0.0100000000,1.453697
587,-42.7576546198,48.6230163574,0.0900000000,848,848,1000,0.0100000000,1.436978
588,5.9022100011,48.2047195435,0.0900000000,792,792,1000,0.0100000000,1.475060
589,-32.1220728869,47.5881042480,0.0900000000,689,689,1000,0.0100000000,1.402095
590,-36.2896965536,47.3752822876,0.0900000000,780,780,1000,0.0100000000,1.354233
591,-3.3743100273,48.4959182739,0.0900000000,786,786,1000,0.0100000000,1.354786
592,-16.0833390125,50.6723327637,0.0800000000,755,755,1000,0.0100000000,1.342594
593,25.4512395245,51.2414703369,0.0800000000,793,793,1000,0.0100000000,1.283155
594,-24.4784992387,51.6071891785,0.0700000000,728,728,1000,0.0100000000,1.285044
595,16.7469120902,51.4960365295,0.0700000000,872,872,1000,0.0100000000,1.255648
596,-18.5664855247,51.4068298340,0.0700000000,841,841,1000,0.0100000000,1.194250
597,16.7123695098,54.8730316162,0.0700000000,806,806,1000,0.0100000000,1.240567
598,-49.5583221309,53.3461761475,0.0700000000,839,839,1000,0.0100000000,1.223573
599,29.3422223535,52.6193504333,0.0700000000,790,790,1000,0.0100000000,1.166419
600,-0.1786415539,51.9872512817,0.0700000000,827,827,1000,0.0100000000,1.125839
601,-8.7624526214,49.6460533142,0.0700000000,828,828,1000,0.0100000000,1.070030
602,2.8899791774,49.4140510559,0.0700000000,800,800,1000,0.0100000000,1.115206
603,-53.3905247677,46.4287681580,0.0700000000,797,797,1000,0.0100000000,1.072516
604,-24.9826036158,47.5121994019,0.0700000000,828,828,1000,0.0100000000,1.047292
605,-15.8854584527,46.4863586426,0.0700000000,855,855,1000,0.0100000000,1.029109
606,-3.5522165744,45.9324264526,0.0700000000,817,817,1000,0.0100000000,1.027574
607,-15.8253305637,45.9058380127,0.0700000000,786,786,1000,0.0100000000,0.972385
608,13.0082155822,45.2434082031,0.0700000000,793,793,1000,0.0100000000,0.959675
609,-10.0002045207,46.7085418701,0.0700000000,806,806,1000,0.0100000000,0.973539
610,-44.9721920623,47.2525825500,0.0700000000,819,819,1000,0.0100000000,0.946316
611,69.1802682429,46.1022415161,0.0700000000,800,800,1000,0.0100000000,0.887567
612,43.4955263127,45.8941345215,0.0700000000,803,803,1000,0.0100000000,0.881577
613,-3.2026742333,45.9951171875,0.0600000000,837,837,1000,0.0100000000,0.880103
614,-49.0730158778,45.5663681030,0.0600000000,825,825,1000,0.0100000000,0.843194
615,147.0767159450,46.5675964355,0.0700000000,799,799,987,0.0100000000,0.806115
616,261.0505588768,47.5941619873,0.0700000000,282,282,361,0.0100000000,0.730023
617,259.1771504192,48.4853019714,0.0800000000,248,248,349,0.0100000000,0.823380
618,242.9328419100,48.7250900269,0.0900000000,154,154,219,0.0100000000,0.707065
619,238.3838654752,49.7142486572,0.1000000000,326,326,463,0.0100000000,0.687388
620,-35.2484383901,50.2994308472,0.1000000000,843,843,1000,0.0100000000,0.743365
621,10.5901357425,48.9087486267,0.1000000000,844,844,1000,0.0100000000,0.713110
622,245.6643239160,49.9078216553,0.1100000000,315,315,451,0.0100000000,0.641609
623,210.9189913196,52.2503013611,0.1200000000,685,685,851,0.0100000000,0.669727
624,256.2721900174,52.8289031982,0.1200000000,359,359,459,0.0100000000,0.724296
625,269.2317192062,52.6459503174,0.1300000000,392,392,490,0.0100000000,0.644377
626,288.6081404021,51.5590476990,0.1400000000,491,491,698,0.0100000000,0.694258
627,291.7239086323,51.6877059937,0.1500000000,174,174,228,0.0100000000,0.678116
628,52.1200429362,51.2579383850,0.1500000000,823,823,1000,0.0100000000,0.623395
629,224.0874609122,52.3072090149,0.1600000000,341,341,419,0.0100000000,0.591657
630,275.5394928486,52.1410064697,0.1700000000,147,147,219,0.0100000000,0.636184
631,11.7814030024,52.0271224976,0.1700000000,804,804,1000,0.0100000000,0.629307
632,196.2305139691,51.9931411743,0.1800000000,703,703,955,0.0100000000,0.614482
633,220.3115730594,50.0563888550,0.1900000000,427,427,565,0.0100000000,0.596930
634,222.9845380474,49.1220436096,0.2000000000,301,301,429,0.0100000000,0.561561
635,252.8205960586,49.2741661072,0.2100000000,220,220,299,0.0100000000,0.621492
636,248.9635236674,51.9675750732,0.2200000000,351,351,561,0.0100000000,0.540351
637,251.2791713798,50.5855789185,0.2300000000,370,370,490,0.0100000000,0.528677
638,255.8114356627,49.4435882568,0.2400000000,284,284,391,0.0100000000,0.525225
639,239.2188068672,50.1266860962,0.2500000000,150,150,223,0.0100000000,0.497624
640,226.9097745701,49.8538894653,0.2600000000,489,489,741,0.0100000000,0.509268
641,191.1026120885,50.0959129333,0.2700000000,533,533,746,0.0100000000,0.511242
642,272.1152727170,51.8851737976,0.2800000000,127,127,206,0.0100000000,0.519933
643,189.3809859420,52.0084838867,0.2900000000,624,624,767,0.0100000000,0.496559
644,182.7813089718,49.9200134277,0.2900000000,618,618,1000,0.0100000000,0.458069
645,67.5127888804,48.4326477051,0.2900000000,798,798,1000,0.0100000000,0.446498
646,289.8675868954,48.5460243225,0.3000000000,252,252,395,0.0100000000,0.404672
647,258.4164290428,50.0057029724,0.3100000000,210,210,420,0.0100000000,0.425631
648,242.9356283548,49.8963699341,0.3200000000,336,336,448,0.0100000000,0.445050
649,216.3911296689,51.3412246704,0.3300000000,345,345,428,0.0100000000,0.408972
650,314.6876114652,50.5353622437,0.3400000000,200,200,250,0.0100000000,0.424440
651,256.3820341670,50.1413307190,0.3500000000,236,236,384,0.0100000000,0.392141
652,249.9213329336,49.7410430908,0.3500000000,337,337,558,0.0100000000,0.449590
653,131.7856159668,48.4182319641,0.3500000000,765,765,1000,0.0100000000,0.404520
654,-59.6824134176,51.9661979675,0.3500000000,884,884,1000,0.0100000000,0.395341
655,276.7846228844,52.4918823242,0.3600000000,321,321,409,0.0100000000,0.399780
656,26.9062346568,52.1623535156,0.3600000000,772,772,1000,0.0100000000,0.414017
657,178.3868087058,57.5360984802,0.3700000000,609,609,850,0.0100000000,0.391655
658,-30.1408853957,58.6017990112,0.3700000000,749,749,1000,0.0100000000,0.371682
659,280.4815205315,59.0852241516,0.3800000000,357,357,495,0.0100000000,0.330422
660,145.4629282585,59.9880638123,0.3900000000,700,700,929,0.0100000000,0.370412
661,14.8860790513,59.6129722595,0.3900000000,784,784,1000,0.0100000000,0.363763
662,-47.6335682895,62.3859176636,0.3900000000,739,739,1000,0.0100000000,0.339301
