experiment,algorithm,environment_type,evaluation_episode,reward,successful_safe_landing,attempted_thruster_activations,executed_thruster_activations,episode_steps,random_seed,episode_seed
ddqn_modified,DDQN,Modified,58,133.25613269388543,0,400,329,536,148,100205
ddqn_modified,DDQN,Modified,59,-260.76848128812884,0,756,644,1000,148,100206
ddqn_modified,DDQN,Modified,60,-220.41922479097164,0,772,666,1000,148,100207
ddqn_modified,DDQN,Modified,61,-253.74212722802554,0,755,648,1000,148,100208
ddqn_modified,DDQN,Modified,62,-279.56893864539256,0,766,644,1000,148,100209
ddqn_modified,DDQN,Modified,63,-254.86104434927645,0,774,650,1000,148,100210
ddqn_modified,DDQN,Modified,64,315.219465738659,1,117,90,188,148,100211
ddqn_modified,DDQN,Modified,65,-245.06970566721088,0,762,642,1000,148,100212
ddqn_modified,DDQN,Modified,66,-270.41199876155576,0,729,629,1000,148,100213
ddqn_modified,DDQN,Modified,67,-224.03592951011655,0,782,668,1000,148,100214
ddqn_modified,DDQN,Modified,68,-232.28977012519124,0,782,676,1000,148,100215
ddqn_modified,DDQN,Modified,69,-223.12833132745726,0,723,619,1000,148,100216
ddqn_modified,DDQN,Modified,70,-225.2295384092837,0,770,657,1000,148,100217
ddqn_modified,DDQN,Modified,71,-272.3018688706004,0,727,629,1000,148,100218
ddqn_modified,DDQN,Modified,72,-274.02274779215327,0,780,654,1000,148,100219
ddqn_modified,DDQN,Modified,73,-213.45720937978234,0,751,637,1000,148,100220
ddqn_modified,DDQN,Modified,74,-216.24012269222197,0,775,650,1000,148,100221
ddqn_modified,DDQN,Modified,75,-236.92387991771403,0,743,621,1000,148,100222
ddqn_modified,DDQN,Modified,76,-306.4901363401981,0,751,638,1000,148,100223
ddqn_modified,DDQN,Modified,77,-229.21817549406876,0,733,618,1000,148,100224
ddqn_modified,DDQN,Modified,78,-229.23928935407986,0,775,645,1000,148,100225
ddqn_modified,DDQN,Modified,79,-264.28943905964377,0,758,628,1000,148,100226
ddqn_modified,DDQN,Modified,80,-193.81862544614748,0,714,634,1000,148,100227
ddqn_modified,DDQN,Modified,81,-249.68139284417322,0,762,653,1000,148,100228
ddqn_modified,DDQN,Modified,82,-263.77655436774853,0,728,627,1000,148,100229
ddqn_modified,DDQN,Modified,83,-243.83828867257313,0,723,620,1000,148,100230
ddqn_modified,DDQN,Modified,84,-239.26354339789702,0,728,623,1000,148,100231
ddqn_modified,DDQN,Modified,85,-235.37918993056394,0,742,618,1000,148,100232
ddqn_modified,DDQN,Modified,86,-295.543364707864,0,782,652,1000,148,100233
ddqn_modified,DDQN,Modified,87,-268.821478192779,0,742,642,1000,148,100234
ddqn_modified,DDQN,Modified,88,-260.96955835509164,0,772,645,1000,148,100235
ddqn_modified,DDQN,Modified,89,-262.6254938987688,0,763,642,1000,148,100236
ddqn_modified,DDQN,Modified,90,-277.23798619508165,0,733,634,1000,148,100237
ddqn_modified,DDQN,Modified,91,-214.96064435185562,0,731,633,1000,148,100238
ddqn_modified,DDQN,Modified,92,-242.09358427775348,0,735,628,1000,148,100239
ddqn_modified,DDQN,Modified,93,-224.03991433456025,0,745,632,1000,148,100240
ddqn_modified,DDQN,Modified,94,-259.8287310606695,0,824,709,1000,148,100241
ddqn_modified,DDQN,Modified,95,-271.1149720043421,0,746,639,1000,148,100242
ddqn_modified,DDQN,Modified,96,-238.78644003036766,0,759,631,1000,148,100243
ddqn_modified,DDQN,Modified,97,-233.76368768858086,0,751,625,1000,148,100244
ddqn_modified,DDQN,Modified,98,-263.525164689931,0,738,631,1000,148,100245
ddqn_modified,DDQN,Modified,99,-249.75982502233683,0,782,667,1000,148,100246
ddqn_modified,DDQN,Modified,100,-277.8204077872036,0,753,625,1000,148,100247
