experiment,algorithm,environment_type,evaluation_episode,reward,successful_safe_landing,attempted_thruster_activations,executed_thruster_activations,episode_steps,random_seed,episode_seed
ddqn_modified,DDQN,Modified,6,-238.00578218378377,0,729,634,1000,148,100153
ddqn_modified,DDQN,Modified,7,-228.5248267784868,0,759,656,1000,148,100154
ddqn_modified,DDQN,Modified,8,-226.00983047970968,0,773,645,1000,148,100155
ddqn_modified,DDQN,Modified,9,-254.86430610618766,0,735,634,1000,148,100156
ddqn_modified,DDQN,Modified,10,-262.50235922153803,0,770,673,1000,148,100157
ddqn_modified,DDQN,Modified,11,281.15418810480975,1,173,145,286,148,100158
ddqn_modified,DDQN,Modified,12,-234.3415819884923,0,760,642,1000,148,100159
ddqn_modified,DDQN,Modified,13,-266.73913291954176,0,723,606,1000,148,100160
ddqn_modified,DDQN,Modified,14,-266.22795662865013,0,762,655,1000,148,100161
ddqn_modified,DDQN,Modified,15,-238.6580252882799,0,760,635,1000,148,100162
ddqn_modified,DDQN,Modified,16,-214.38469291798359,0,733,639,1000,148,100163
ddqn_modified,DDQN,Modified,17,-246.67268313098137,0,779,649,1000,148,100164
ddqn_modified,DDQN,Modified,18,-252.25335007402168,0,747,648,1000,148,100165
ddqn_modified,DDQN,Modified,19,-238.65279542339664,0,782,652,1000,148,100166
ddqn_modified,DDQN,Modified,20,-257.96913115558004,0,697,617,1000,148,100167
ddqn_modified,DDQN,Modified,21,-233.8572758546817,0,765,639,1000,148,100168
ddqn_modified,DDQN,Modified,22,-210.72939587777415,0,762,628,1000,148,100169
ddqn_modified,DDQN,Modified,23,294.94843185196135,1,133,109,224,148,100170
ddqn_modified,DDQN,Modified,24,-247.02908912579971,0,750,647,1000,148,100171
ddqn_modified,DDQN,Modified,25,-227.7124828877593,0,718,621,1000,148,100172
ddqn_modified,DDQN,Modified,26,-248.45185577758255,0,782,671,1000,148,100173
ddqn_modified,DDQN,Modified,27,-245.1075527440069,0,740,642,1000,148,100174
ddqn_modified,DDQN,Modified,28,-255.88327609180638,0,742,632,1000,148,100175
ddqn_modified,DDQN,Modified,29,-250.7641100536702,0,734,644,1000,148,100176
ddqn_modified,DDQN,Modified,30,-229.9273169096016,0,724,616,1000,148,100177
ddqn_modified,DDQN,Modified,31,-216.79302773364748,0,756,642,1000,148,100178
ddqn_modified,DDQN,Modified,32,-253.0243506164405,0,759,669,1000,148,100179
ddqn_modified,DDQN,Modified,33,-235.4777795322321,0,773,657,1000,148,100180
ddqn_modified,DDQN,Modified,34,-261.7381017741906,0,740,625,1000,148,100181
ddqn_modified,DDQN,Modified,35,-232.32817543716868,0,717,622,1000,148,100182
ddqn_modified,DDQN,Modified,36,-228.7866723616266,0,740,626,1000,148,100183
ddqn_modified,DDQN,Modified,37,-251.06862745734026,0,730,621,1000,148,100184
ddqn_modified,DDQN,Modified,38,-269.50253035935015,0,729,622,1000,148,100185
ddqn_modified,DDQN,Modified,39,-246.11495488813617,0,761,651,1000,148,100186
ddqn_modified,DDQN,Modified,40,-278.3127424513916,0,773,647,1000,148,100187
ddqn_modified,DDQN,Modified,41,-201.3057115889265,0,718,635,1000,148,100188
ddqn_modified,DDQN,Modified,42,-227.64548002353675,0,773,664,1000,148,100189
ddqn_modified,DDQN,Modified,43,-284.34645111029664,0,770,649,1000,148,100190
ddqn_modified,DDQN,Modified,44,-213.50079443152165,0,758,645,1000,148,100191
ddqn_modified,DDQN,Modified,45,-263.6450822790689,0,765,640,1000,148,100192
ddqn_modified,DDQN,Modified,46,-220.93444285974925,0,784,666,1000,148,100193
ddqn_modified,DDQN,Modified,47,-219.96256103880373,0,697,590,1000,148,100194
ddqn_modified,DDQN,Modified,48,-289.37295442649423,0,786,657,1000,148,100195
ddqn_modified,DDQN,Modified,49,-220.26708523746436,0,785,667,1000,148,100196
ddqn_modified,DDQN,Modified,50,-223.90653089939113,0,723,620,1000,148,100197
ddqn_modified,DDQN,Modified,51,-275.76583328554136,0,743,620,1000,148,100198
ddqn_modified,DDQN,Modified,52,-249.27682582726456,0,721,625,1000,148,100199
ddqn_modified,DDQN,Modified,53,-258.8305347645993,0,761,647,1000,148,100200
ddqn_modified,DDQN,Modified,54,-249.13631769330948,0,785,666,1000,148,100201
ddqn_modified,DDQN,Modified,55,-237.39527455096186,0,742,634,1000,148,100202
ddqn_modified,DDQN,Modified,56,-256.4161860663355,0,764,637,1000,148,100203
ddqn_modified,DDQN,Modified,57,-244.7351042871718,0,735,633,1000,148,100204
